id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,crop_type,region,season,harvest_date,field_id,yield_tpha
2127,5.35,11.0,23.52,104.16,119.48,8.81,1889.13,2.69,0.67,0.77,2,Wheat,West,Spring,2021-01-18,F0150,4.8
2128,4.64,39.91,34.43,233.56,252.75,12.83,1893.34,0.53,1.45,1.51,5,Rice,West,Autumn,2021-04-13,F0230,6.01
2129,7.15,17.96,22.58,651.65,113.47,11.63,1453.8,0.83,1.2,0.78,4,Wheat,East,Summer,2021-10-02,F0100,4.47
2130,5.23,18.58,22.33,115.14,61.81,5.52,2417.21,1.83,1.42,1.77,1,Wheat,North,Spring,2021-11-26,F0443,5.13
2131,5.28,38.66,27.48,828.55,286.42,0.37,2512.7,2.96,0.51,1.21,4,Soybean,East,Spring,2021-09-14,F0451,6.66
2132,8.47,46.99,18.74,733.8,160.22,11.87,2427.22,1.19,1.12,1.04,4,Rice,East,Spring,2021-01-02,F0404,5.96
2133,5.49,18.12,16.37,595.97,195.35,0.97,2074.83,2.26,0.32,0.89,5,Rice,East,Summer,2021-06-02,F0348,7.16
2134,6.3,11.34,20.54,888.93,210.49,7.53,2082.55,1.92,0.67,1.97,1,Rice,West,Autumn,2021-02-20,F0408,6.1
2135,5.71,15.9,16.04,630.6,246.23,1.82,1165.8,2.63,0.5,0.65,3,Corn,South,Autumn,2021-03-03,F0292,7.62
2136,8.4,40.18,29.52,425.52,74.53,13.35,2624.19,0.9,1.11,0.78,2,Rice,West,Spring,2021-03-28,F0209,3.47
2137,8.2,18.19,23.18,495.42,54.97,8.12,1887.63,2.56,1.34,0.97,4,Rice,Central,Summer,2021-01-07,F0366,4.02
2138,4.54,37.2,30.66,1130.39,87.87,0.26,1700.07,1.56,1.12,1.26,5,Rice,East,Spring,2021-08-20,F0433,5.66
2139,6.6,27.55,27.06,914.65,254.7,14.85,2156.15,2.09,0.58,1.22,2,Soybean,East,Summer,2021-05-26,F0366,6.41
2140,8.27,20.94,12.91,435.29,249.46,4.99,1094.09,0.7,0.34,1.13,5,Rice,West,Autumn,2021-02-15,F0019,6.88
2141,5.02,38.65,24.3,591.58,77.7,11.36,1746.58,1.21,1.48,1.71,2,Corn,Central,Autumn,2021-09-29,F0138,4.48
2142,6.47,34.17,25.48,894.36,197.62,1.57,2958.73,1.81,1.26,1.39,6,Wheat,North,Autumn,2021-11-07,F0288,8.19
2143,6.01,47.54,28.7,526.73,213.75,9.01,2798.88,1.58,1.2,1.02,1,Barley,North,Spring,2021-05-10,F0097,6.48
2144,8.33,39.93,15.03,747.16,193.47,13.89,1392.65,1.7,0.31,1.23,5,Corn,South,Summer,2021-12-03,F0061,5.61
2145,5.59,24.94,16.65,436.37,52.81,1.76,1944.47,2.96,0.71,1.17,5,Barley,East,Autumn,2021-11-10,F0242,4.57
2146,5.23,17.19,14.47,972.28,295.78,4.74,1625.47,1.0,0.7,0.63,2,Soybean,East,Autumn,2021-09-04,F0161,8.03
2147,6.04,27.18,11.06,423.43,213.49,7.69,2496.09,1.1,0.62,1.4,6,Soybean,East,Summer,2021-08-03,F0294,6.7
2148,7.8,47.83,33.83,1167.88,80.07,1.42,1291.0,1.33,0.65,1.87,4,Barley,Central,Summer,2021-12-10,F0404,4.87
2149,5.05,46.46,31.69,385.32,280.82,6.57,1600.63,1.53,0.71,1.73,4,Corn,North,Summer,2021-01-15,F0338,8.01
2150,7.22,20.74,17.75,802.58,228.29,7.06,1433.86,2.26,0.7,0.75,4,Corn,West,Spring,2021-05-20,F0353,7.94
2151,6.92,42.2,20.65,1159.47,254.36,9.64,2544.02,2.0,1.04,1.95,2,Rice,Central,Summer,2021-08-30,F0376,7.98
2152,5.9,45.59,21.54,821.62,263.86,1.17,2835.42,2.79,0.25,1.8,1,Rice,East,Spring,2021-12-08,F0218,7.93
2153,4.82,36.85,25.34,515.97,190.23,3.2,2263.64,2.53,0.56,1.97,5,Corn,South,Summer,2021-02-19,F0426,5.75
2154,4.98,32.79,21.79,477.13,96.09,4.0,2916.14,1.33,0.45,1.11,5,Rice,North,Summer,2021-04-08,F0440,4.77
2155,7.19,10.84,11.22,367.69,279.84,9.46,2310.53,2.04,0.25,1.71,5,Rice,Central,Spring,2021-09-18,F0047,8.11
2156,5.77,34.55,13.79,730.97,190.38,5.21,2905.91,1.47,1.44,0.59,4,Barley,Central,Summer,2021-10-19,F0295,6.52
2157,7.9,34.9,28.35,823.45,299.28,13.04,2867.9,2.25,1.07,0.94,5,Soybean,Central,Spring,2021-03-27,F0405,6.3
2158,5.84,28.02,31.94,1140.52,82.75,11.49,1582.02,1.01,1.05,1.32,3,Corn,North,Spring,2021-09-08,F0363,5.46
2159,5.8,43.28,24.11,587.14,65.45,12.03,2847.71,1.75,0.42,1.02,2,Wheat,West,Spring,2021-07-30,F0312,4.02
2160,8.08,15.19,26.04,1177.16,136.55,9.86,1651.76,0.67,0.35,1.14,1,Wheat,Central,Summer,2021-03-13,F0469,5.26
2161,7.49,29.88,34.77,458.18,213.31,13.28,2329.79,2.13,0.93,0.82,6,Rice,East,Summer,2021-03-29,F0359,5.84
2162,6.49,24.37,20.73,494.44,184.79,9.29,1318.94,2.08,1.05,0.86,6,Corn,West,Autumn,2021-07-06,F0215,7.07
2163,7.58,21.49,10.65,190.62,178.44,6.43,2867.94,1.68,0.73,1.25,5,Corn,South,Autumn,2021-10-20,F0385,5.86
2164,7.09,49.18,26.47,1079.15,272.82,0.68,2540.01,1.28,0.78,1.39,4,Barley,South,Autumn,2021-10-24,F0068,8.59
2165,8.48,10.32,20.69,267.83,146.78,12.66,1583.86,1.04,1.12,1.22,6,Corn,Central,Autumn,2021-10-07,F0122,4.36
2166,5.15,23.85,15.98,502.27,59.32,12.98,2011.59,2.06,1.38,1.73,2,Wheat,East,Autumn,2021-05-24,F0265,4.22
2167,6.51,44.95,29.01,571.32,236.96,0.51,2539.61,0.69,0.8,1.06,2,Soybean,North,Autumn,2021-02-14,F0458,8.05
2168,7.2,48.01,11.54,354.6,270.92,5.7,2794.49,2.33,0.77,1.08,3,Barley,Central,Summer,2021-07-06,F0080,8.43
2169,5.37,32.27,30.98,209.19,137.88,10.72,2516.25,1.17,1.18,0.52,3,Corn,East,Summer,2021-06-22,F0043,5.44
2170,5.49,48.12,17.91,1135.26,294.68,2.6,1270.37,0.63,0.36,1.98,2,Corn,North,Spring,2021-09-27,F0186,8.17
2171,6.4,42.05,14.59,173.95,284.76,8.86,2997.52,1.77,0.69,0.53,5,Barley,North,Spring,2021-11-11,F0011,7.22
2172,5.11,49.17,33.19,776.82,220.36,14.79,1182.86,1.28,1.21,1.36,4,Barley,Central,Autumn,2021-03-12,F0126,6.2
2173,4.73,43.16,21.59,630.75,173.03,8.78,1064.75,2.94,1.17,1.0,6,Rice,West,Spring,2021-08-10,F0192,6.36
2174,4.66,49.57,10.9,605.98,172.0,2.41,2058.21,1.15,0.85,0.51,2,Soybean,South,Summer,2021-07-09,F0081,7.86
2175,7.03,36.97,31.98,996.77,122.81,8.64,1007.0,2.99,0.61,1.19,4,Barley,Central,Autumn,2021-03-04,F0170,6.23
2176,4.78,43.49,27.5,985.49,140.0,10.04,1301.54,1.01,1.39,1.5,4,Corn,West,Autumn,2021-01-04,F0361,6.15
2177,5.17,12.99,23.37,734.67,83.6,8.62,2907.87,0.61,1.15,0.51,1,Soybean,North,Spring,2021-05-09,F0325,6.16
2178,6.17,31.36,15.34,226.34,261.8,8.49,1713.49,0.77,0.25,1.79,4,Wheat,North,Spring,2021-04-26,F0026,6.56
2179,5.6,42.48,17.07,847.07,79.85,12.3,1770.98,2.27,1.21,1.79,5,Barley,Central,Spring,2021-05-07,F0086,4.88
2180,7.65,23.42,16.82,657.04,290.38,13.74,1657.16,2.08,0.84,1.66,2,Rice,North,Summer,2021-12-02,F0072,6.94
2181,6.72,21.89,25.35,931.17,224.17,5.33,2639.65,0.55,0.56,0.93,3,Corn,North,Spring,2021-02-05,F0090,6.85
2182,8.24,38.56,29.19,292.75,150.94,8.63,1533.0,1.72,0.48,0.63,5,Corn,North,Spring,2021-06-26,F0242,6.34
2183,5.48,48.79,19.22,221.47,225.76,1.51,1240.29,0.51,0.68,1.18,2,Rice,Central,Summer,2021-11-02,F0012,7.74
2184,6.49,36.43,21.37,677.38,76.67,5.28,1568.24,1.16,0.66,0.81,5,Rice,South,Autumn,2021-09-02,F0094,5.29
2185,4.96,41.91,34.89,525.66,150.76,4.74,1995.61,1.16,0.4,1.74,6,Barley,Central,Autumn,2021-01-22,F0212,6.05
2186,4.76,25.32,15.8,816.75,111.27,12.49,2018.9,2.1,0.95,0.94,4,Corn,South,Autumn,2021-08-03,F0226,5.06
2187,7.75,35.15,22.85,200.07,113.98,12.33,1573.12,2.63,0.52,0.66,1,Corn,South,Spring,2021-03-29,F0146,5.57
2188,4.71,26.42,15.42,840.26,72.65,11.74,1349.77,2.97,1.07,1.53,6,Wheat,North,Summer,2021-01-22,F0412,5.8
2189,4.63,30.56,13.93,1094.12,222.66,0.29,1811.42,2.03,0.39,1.58,6,Barley,East,Autumn,2021-04-01,F0391,7.57
2190,5.41,23.47,16.64,996.17,270.04,7.66,2933.21,2.67,1.39,1.3,6,Barley,West,Spring,2021-06-26,F0471,8.07
2191,7.63,18.34,28.06,1196.4,85.34,5.1,1632.99,1.05,0.53,1.74,4,Soybean,North,Summer,2021-09-17,F0195,5.19
2192,7.96,46.88,12.74,897.72,55.79,10.56,2004.13,2.18,0.87,0.97,1,Wheat,West,Summer,2021-11-19,F0338,4.03
2193,8.39,14.85,18.39,907.32,217.2,12.75,2428.18,1.21,1.11,1.1,4,Soybean,West,Summer,2021-02-22,F0300,7.11
2194,4.66,17.66,14.53,185.16,66.79,3.53,1620.19,2.41,0.4,1.84,1,Wheat,South,Autumn,2021-12-06,F0255,4.6
2195,6.3,18.86,20.47,346.1,74.96,12.0,1439.84,2.29,0.42,1.16,1,Soybean,West,Autumn,2021-04-30,F0065,4.08
2196,4.76,16.75,24.79,1145.19,297.91,1.49,2761.79,2.27,0.34,1.57,3,Barley,Central,Autumn,2021-08-23,F0450,8.1
2197,7.78,41.36,26.14,1138.57,177.87,10.9,1817.59,1.08,1.2,0.67,4,Barley,South,Autumn,2021-02-27,F0140,6.9
2198,5.54,34.2,15.52,1113.75,283.84,3.49,1894.14,0.58,0.76,1.74,4,Barley,East,Autumn,2021-01-09,F0074,9.09
2199,7.16,24.54,16.66,955.33,226.8,12.54,1056.55,1.49,0.83,1.73,4,Corn,North,Summer,2021-03-06,F0212,6.58
2200,6.55,13.79,16.45,303.16,235.73,10.81,1061.99,1.47,0.93,1.56,6,Corn,North,Summer,2021-01-16,F0076,6.27
2201,6.82,24.22,30.9,463.94,211.99,2.92,2675.83,1.09,0.87,0.69,1,Rice,East,Autumn,2021-08-17,F0060,6.68
2202,7.12,26.4,12.62,1011.63,180.61,9.74,1786.84,1.6,0.39,1.08,1,Corn,South,Spring,2021-12-27,F0275,8.22
2203,7.92,38.86,33.01,766.89,252.82,10.22,2952.92,1.04,0.93,1.55,1,Soybean,South,Summer,2021-10-11,F0161,7.53
2204,6.8,33.52,23.89,182.72,208.25,2.73,1174.77,2.41,1.09,1.75,4,Wheat,West,Autumn,2021-02-20,F0402,6.74
2205,6.76,20.52,19.95,508.79,261.92,8.23,1715.33,0.74,1.2,1.09,4,Corn,South,Spring,2021-01-01,F0493,6.9
2206,5.52,45.89,29.77,457.09,214.49,9.95,2522.26,2.22,1.31,1.48,2,Barley,North,Autumn,2021-10-15,F0208,7.3
2207,7.35,21.57,25.07,247.81,285.49,0.34,2632.83,1.1,1.2,0.74,3,Rice,Central,Summer,2021-05-03,F0375,7.84
2208,8.33,12.84,25.99,313.93,245.46,2.07,1137.97,1.19,0.73,1.6,1,Rice,Central,Spring,2021-08-30,F0042,6.64
2209,6.76,10.04,13.79,279.12,97.27,6.67,2277.19,0.81,0.62,0.69,4,Wheat,North,Spring,2021-06-13,F0441,4.71
2210,7.4,27.95,21.1,722.39,162.72,5.34,2690.03,0.93,0.22,0.67,3,Soybean,West,Autumn,2021-03-19,F0038,7.1
2211,4.77,44.82,19.44,485.94,225.44,3.78,2980.07,2.79,0.58,1.27,5,Corn,North,Spring,2021-04-22,F0184,7.2
2212,6.57,20.07,17.45,177.32,294.16,11.08,2698.94,2.61,1.49,1.88,5,Wheat,North,Summer,2021-05-09,F0026,7.16
2213,7.43,26.86,32.44,593.82,256.88,4.0,1785.02,0.65,0.68,0.67,3,Wheat,Central,Spring,2021-01-05,F0387,8.25
2214,8.07,19.55,31.34,998.95,285.3,4.69,1124.55,2.51,1.02,0.56,6,Wheat,South,Spring,2021-01-13,F0266,8.09
2215,8.35,20.78,17.85,334.79,122.56,9.28,2849.31,2.35,0.54,1.6,1,Soybean,East,Summer,2021-11-24,F0372,5.12
2216,6.33,18.55,23.66,865.19,232.65,3.68,2139.53,1.29,1.08,0.94,4,Soybean,Central,Summer,2021-03-13,F0087,6.85
2217,5.95,49.04,25.91,1095.41,148.03,4.97,2872.43,1.9,0.45,1.23,3,Barley,East,Summer,2021-11-13,F0142,6.31
2218,5.44,43.86,12.08,516.77,130.62,7.81,2401.78,2.81,0.77,1.01,5,Rice,East,Summer,2021-03-16,F0378,6.34
2219,6.81,13.95,25.56,894.41,75.63,1.78,2066.57,1.23,0.9,1.9,2,Wheat,Central,Summer,2021-10-13,F0388,5.86
2220,6.13,24.95,24.99,137.71,242.33,8.18,2367.52,0.82,0.88,1.22,3,Barley,West,Spring,2021-05-22,F0394,6.66
2221,4.66,22.19,11.94,412.65,154.13,6.71,2821.22,1.93,0.25,1.09,3,Barley,East,Spring,2021-08-20,F0268,5.9
2222,5.86,20.6,23.43,876.65,103.67,8.2,2277.33,0.71,0.22,0.78,5,Rice,South,Spring,2021-04-22,F0492,5.94
2223,7.5,41.33,10.39,430.76,180.67,9.75,2701.55,1.29,0.22,1.55,2,Corn,East,Autumn,2021-10-09,F0019,6.27
2224,6.69,10.46,29.02,1104.34,75.2,9.64,1743.03,0.99,0.34,0.78,4,Barley,North,Spring,2021-12-23,F0059,4.97
2225,7.45,22.92,16.84,776.79,217.88,9.81,1447.82,1.32,1.48,1.26,4,Soybean,North,Spring,2021-02-27,F0199,6.06
2226,5.47,33.69,18.87,1002.16,67.01,3.33,1035.22,2.13,0.78,1.35,4,Barley,South,Spring,2021-06-07,F0317,5.22
2227,8.4,19.89,14.82,1181.84,248.01,0.16,1303.52,1.72,0.52,1.18,1,Barley,South,Spring,2021-08-13,F0157,6.98
2228,6.16,36.76,33.09,277.36,272.43,7.35,2611.43,2.37,0.91,1.87,5,Rice,East,Summer,2021-06-05,F0084,6.99
2229,7.83,24.16,26.44,310.22,206.91,14.38,2138.57,1.23,0.27,1.41,2,Corn,East,Spring,2021-07-15,F0192,6.47
2230,7.79,28.42,33.38,754.51,63.89,8.49,2280.05,2.85,0.37,1.76,5,Soybean,South,Spring,2021-07-02,F0419,4.41
2231,6.65,48.06,26.48,275.92,79.11,12.47,2361.58,2.22,0.91,1.11,5,Wheat,North,Spring,2021-11-02,F0463,4.17
2232,7.27,28.09,29.64,419.22,56.83,5.85,2714.23,1.99,0.52,0.64,4,Corn,East,Summer,2021-03-17,F0103,3.42
2233,6.13,23.61,11.88,199.11,125.11,11.12,2439.32,2.99,0.29,0.5,4,Rice,South,Autumn,2021-09-22,F0313,6.3
2234,6.89,27.61,12.28,186.94,247.78,11.37,2276.34,2.41,0.56,1.29,1,Wheat,Central,Summer,2021-01-01,F0252,5.93
2235,6.76,22.87,17.56,1095.05,163.19,7.23,1059.32,1.07,1.47,0.61,1,Rice,South,Summer,2021-11-17,F0339,7.15
2236,6.82,26.6,23.79,984.72,236.2,3.82,2514.52,0.67,0.34,0.59,5,Rice,East,Summer,2021-03-14,F0255,6.6
2237,6.63,13.37,22.51,165.05,237.8,8.22,1022.4,1.49,1.04,1.86,3,Rice,North,Spring,2021-10-29,F0272,6.08
2238,5.92,13.18,13.58,906.79,74.38,10.33,1284.92,2.84,1.17,1.39,2,Rice,South,Spring,2021-04-20,F0180,3.7
2239,6.01,12.54,27.37,311.46,75.07,1.13,1511.74,1.12,1.27,0.83,2,Barley,South,Spring,2021-11-16,F0282,3.96
2240,5.6,37.35,14.24,892.27,129.58,3.69,2067.45,1.3,1.04,1.74,6,Rice,North,Autumn,2021-02-11,F0430,6.28
2241,5.99,23.49,24.39,770.58,104.94,6.25,1629.14,2.1,0.25,1.61,3,Wheat,Central,Autumn,2021-06-22,F0250,5.14
2242,6.1,48.71,16.14,782.23,65.45,5.61,1221.9,1.8,0.67,1.33,6,Barley,East,Autumn,2021-03-11,F0086,5.43
2243,6.33,14.23,34.44,907.48,289.76,12.36,2855.1,2.26,0.41,1.57,4,Soybean,East,Spring,2021-03-04,F0349,7.25
2244,5.33,16.76,14.52,401.63,60.11,5.15,1051.51,1.93,0.64,1.65,6,Rice,South,Autumn,2021-08-22,F0259,4.46
2245,7.07,28.63,18.43,793.26,232.33,2.68,1819.01,1.49,0.83,1.04,4,Barley,South,Spring,2021-06-30,F0468,7.87
2246,5.72,49.83,18.68,1169.56,64.2,2.51,1771.7,0.67,0.28,1.03,5,Wheat,North,Autumn,2021-07-19,F0132,4.39
2247,7.23,29.46,26.34,435.5,78.22,10.46,1106.69,2.2,0.98,1.19,2,Soybean,South,Autumn,2021-11-13,F0483,4.79
2248,7.69,19.16,24.79,959.13,241.59,10.14,1598.55,0.71,0.92,1.29,5,Barley,Central,Autumn,2021-01-24,F0316,6.24
2249,6.07,32.82,23.57,195.49,224.73,14.29,2952.51,2.1,0.77,1.11,2,Soybean,Central,Spring,2021-03-26,F0083,5.51
2250,6.82,18.86,25.68,430.27,145.57,13.29,1954.83,1.48,0.67,0.79,5,Soybean,North,Spring,2021-06-17,F0469,5.68
2251,8.21,10.04,27.52,441.83,211.19,10.21,2145.02,2.08,0.21,1.96,5,Wheat,North,Spring,2021-06-23,F0495,5.92
2252,5.46,17.25,30.81,309.26,98.15,14.57,2817.81,2.84,0.49,0.54,3,Barley,North,Autumn,2021-06-16,F0334,4.17
2253,8.42,18.02,19.97,1009.3,167.8,2.52,2569.96,2.23,0.72,0.96,2,Rice,Central,Autumn,2021-08-18,F0399,6.01
2254,7.7,29.35,24.48,1137.85,119.43,4.28,2528.25,0.54,0.73,1.16,5,Soybean,Central,Autumn,2021-01-13,F0338,7.18
2255,8.48,48.49,34.23,675.96,169.28,11.43,1794.0,1.58,1.25,1.06,1,Corn,Central,Autumn,2021-08-26,F0306,5.41
2256,5.67,44.25,31.37,886.75,268.53,6.44,1605.64,1.7,0.7,1.34,4,Corn,South,Summer,2021-06-20,F0241,7.47
2257,5.31,29.25,34.1,422.75,287.91,12.28,1190.18,0.5,1.47,0.86,6,Corn,Central,Summer,2021-10-04,F0307,6.77
2258,5.94,42.49,24.0,366.87,270.62,10.88,2051.84,2.96,1.33,1.36,2,Soybean,North,Autumn,2021-03-03,F0024,7.8
2259,6.51,20.2,12.74,475.84,226.19,9.05,1390.75,2.57,0.31,0.98,1,Soybean,Central,Spring,2021-11-27,F0164,8.34
2260,5.03,33.2,25.92,291.58,270.09,1.31,2930.63,1.7,1.39,1.25,5,Corn,Central,Autumn,2021-09-25,F0372,8.4
2261,5.06,12.16,20.69,1152.51,235.73,6.12,2832.75,2.56,1.15,1.54,4,Barley,South,Spring,2021-09-07,F0475,7.84
2262,7.37,17.49,22.65,827.77,69.63,5.01,2544.07,1.2,0.87,1.65,5,Corn,North,Autumn,2021-07-08,F0463,5.08
2263,5.29,33.41,10.4,843.6,199.62,13.31,2790.3,2.94,0.47,1.86,6,Corn,Central,Summer,2021-06-17,F0402,7.3
2264,6.4,21.8,24.63,630.98,123.78,3.39,2923.37,1.5,1.5,1.7,6,Corn,West,Autumn,2021-04-15,F0158,6.16
2265,8.32,43.01,32.17,414.35,155.41,9.33,1432.3,2.85,0.78,1.22,4,Rice,Central,Summer,2021-02-08,F0127,6.24
2266,4.97,20.61,14.31,240.97,228.1,8.66,1921.28,1.93,1.42,0.65,2,Corn,North,Autumn,2021-11-17,F0114,6.91
2267,4.94,29.9,24.01,307.61,276.61,12.51,1394.07,0.82,0.75,1.35,2,Wheat,East,Summer,2021-05-02,F0033,7.02
2268,7.05,18.24,24.15,363.76,237.79,8.95,1025.16,2.63,0.51,1.31,1,Barley,North,Summer,2021-07-31,F0106,7.76
2269,6.32,21.45,12.7,1132.16,150.58,2.52,1488.98,2.15,0.84,1.16,6,Barley,West,Spring,2021-10-31,F0479,6.24
2270,6.81,35.51,20.7,215.43,82.1,13.32,2692.18,1.93,0.34,1.84,3,Barley,Central,Autumn,2021-09-28,F0449,3.55
2271,6.0,40.49,15.35,196.47,201.88,4.67,1026.17,0.82,0.77,1.14,2,Rice,East,Autumn,2021-05-01,F0461,6.61
2272,5.1,47.29,20.3,632.06,111.14,14.08,2460.63,2.64,1.04,1.24,6,Rice,Central,Summer,2021-10-09,F0079,5.18
2273,7.48,47.95,34.75,778.76,135.48,2.24,1365.78,0.6,1.43,1.69,6,Barley,South,Autumn,2021-09-29,F0290,6.53
2274,7.11,26.04,34.79,159.31,231.26,6.08,1320.2,2.24,1.14,1.11,3,Soybean,North,Autumn,2021-06-27,F0213,6.89
2275,5.47,30.52,24.77,1046.4,275.35,13.72,1383.13,1.36,0.89,1.65,1,Rice,North,Summer,2021-08-11,F0220,6.3
2276,4.82,10.29,14.89,1026.7,119.29,4.81,1876.55,1.04,1.45,1.91,4,Barley,North,Autumn,2021-12-16,F0148,6.33
2277,5.4,35.15,22.66,818.11,148.24,5.76,2062.36,1.41,0.26,0.51,4,Soybean,North,Autumn,2021-02-01,F0303,5.81
2278,8.05,40.74,11.06,347.2,88.95,5.66,1934.34,2.72,1.05,1.47,4,Rice,Central,Autumn,2021-12-04,F0263,5.3
2279,5.22,17.56,30.31,951.1,211.18,1.7,1204.25,2.6,0.47,1.63,6,Soybean,East,Spring,2021-04-19,F0455,7.59
2280,5.28,25.15,21.83,215.18,147.85,8.1,2078.16,1.67,0.61,0.57,5,Rice,East,Spring,2021-04-04,F0030,6.07
2281,7.63,34.2,15.95,606.78,262.61,9.83,1974.09,2.54,1.17,0.73,6,Wheat,Central,Spring,2021-01-28,F0112,8.1
2282,5.19,20.08,20.96,112.71,236.49,12.4,1274.89,1.49,0.37,1.9,3,Barley,Central,Summer,2021-07-24,F0293,5.42
2283,5.04,10.45,25.23,634.41,215.01,7.83,2571.87,2.98,0.68,1.35,3,Barley,North,Autumn,2021-02-01,F0417,6.45
2284,4.88,46.86,12.43,1017.07,60.48,0.45,1829.87,1.11,1.42,0.85,3,Rice,North,Spring,2021-04-22,F0375,5.52
2285,6.16,43.02,28.29,897.03,188.62,6.24,1109.04,1.92,0.71,1.16,3,Corn,North,Spring,2021-01-15,F0130,6.59
2286,4.68,23.18,26.69,349.53,155.39,10.25,1157.09,1.3,1.41,0.65,3,Rice,East,Summer,2021-12-05,F0493,6.72
2287,6.92,23.87,26.72,541.58,192.99,14.15,2545.86,2.64,1.04,1.08,6,Barley,North,Spring,2021-09-16,F0316,6.71
2288,4.68,43.29,32.12,657.73,233.87,12.91,2768.71,1.16,1.3,1.71,1,Rice,North,Autumn,2021-07-06,F0097,7.64
2289,5.61,43.89,27.23,1048.88,273.76,3.79,2282.53,1.75,1.49,1.97,2,Rice,North,Summer,2021-01-08,F0113,7.36
2290,8.46,17.55,34.48,1068.07,212.53,12.97,1026.94,1.75,1.17,1.64,6,Soybean,South,Spring,2021-10-22,F0364,7.12
2291,5.02,34.35,27.74,1013.27,66.48,13.56,1877.88,2.39,1.01,0.61,3,Barley,West,Summer,2021-10-28,F0120,4.02
2292,6.82,32.11,32.1,617.51,234.23,9.63,1546.85,0.79,1.27,0.67,5,Soybean,South,Autumn,2021-03-20,F0352,6.36
2293,7.21,32.16,29.04,298.15,147.99,11.26,2591.0,2.33,1.4,1.52,1,Soybean,Central,Summer,2021-02-20,F0207,5.92
2294,7.31,27.32,19.71,677.08,135.98,2.6,1985.44,0.77,1.1,0.56,4,Wheat,North,Spring,2021-04-11,F0359,5.93
2295,7.85,30.49,28.52,901.76,219.09,6.15,1024.47,2.76,1.35,1.04,6,Wheat,West,Spring,2021-02-08,F0396,7.1
2296,7.74,23.84,17.5,637.66,229.91,2.89,1070.13,0.84,0.62,1.26,5,Soybean,North,Summer,2021-07-22,F0135,7.8
2297,5.22,20.09,33.48,867.58,215.28,7.86,1450.13,1.56,1.23,1.85,3,Rice,East,Autumn,2021-04-22,F0280,6.93
2298,5.71,39.19,32.63,661.23,121.54,12.86,2845.54,2.31,1.48,1.68,2,Wheat,South,Spring,2021-01-19,F0223,6.44
2299,7.06,12.19,22.03,1004.36,184.56,4.17,2373.92,1.08,0.67,0.81,2,Soybean,North,Autumn,2021-08-22,F0491,6.83
2300,4.85,25.92,20.42,748.96,178.65,7.79,1217.04,1.04,1.01,1.56,2,Barley,Central,Summer,2021-10-12,F0288,7.01
2301,8.44,46.06,26.04,1080.91,274.29,11.54,1360.99,2.55,0.91,1.1,3,Rice,South,Summer,2021-01-12,F0488,8.55
2302,5.71,15.38,11.23,833.1,154.33,12.17,1958.63,0.52,0.97,1.57,5,Rice,East,Summer,2021-07-28,F0260,6.9
2303,7.01,15.1,30.85,871.09,132.7,10.82,2861.41,1.96,1.08,1.88,5,Rice,South,Spring,2021-10-11,F0381,5.4
2304,7.47,24.37,17.56,1083.51,147.23,6.1,1963.08,0.98,0.34,1.11,6,Barley,South,Autumn,2021-06-22,F0185,7.26
2305,4.93,39.12,10.44,894.03,176.82,0.55,1305.21,1.74,0.88,0.63,1,Barley,North,Autumn,2021-08-04,F0250,6.57
2306,5.04,19.0,21.21,458.75,275.37,12.34,2286.13,0.75,0.63,0.99,6,Barley,Central,Spring,2021-06-02,F0475,6.71
2307,6.73,10.64,33.03,219.29,128.51,14.61,1275.26,0.9,1.3,0.8,4,Soybean,Central,Spring,2021-12-13,F0325,4.24
2308,5.9,35.45,11.71,102.94,250.41,9.71,2829.55,2.83,0.76,0.95,2,Corn,South,Summer,2021-10-26,F0442,6.64
2309,4.79,27.72,11.39,886.77,55.6,6.21,2105.74,1.05,0.86,0.71,2,Wheat,West,Autumn,2021-10-15,F0094,5.25
2310,7.29,38.16,33.87,487.58,291.06,1.46,2506.74,2.98,0.64,1.25,3,Soybean,North,Summer,2021-07-27,F0289,7.09
2311,7.54,22.11,28.25,1168.09,293.29,12.73,1511.63,2.84,0.36,1.65,3,Wheat,South,Summer,2021-03-01,F0410,7.51
2312,6.85,49.92,18.49,904.7,108.4,13.2,2376.63,2.71,1.36,1.95,4,Rice,Central,Summer,2021-05-20,F0271,4.43
2313,7.51,40.03,18.71,445.42,257.12,0.91,1488.44,2.54,1.39,1.84,5,Soybean,West,Spring,2021-03-29,F0093,7.38
2314,4.68,33.37,29.01,478.42,158.44,10.54,1646.45,1.55,1.04,1.15,5,Corn,East,Autumn,2021-08-16,F0449,5.86
2315,7.5,24.56,11.03,339.12,147.36,10.35,1646.29,0.77,1.42,0.69,2,Barley,North,Spring,2021-03-22,F0202,5.61
2316,4.78,42.1,10.76,179.23,96.48,4.98,1272.94,1.76,0.51,0.96,3,Barley,South,Spring,2021-10-08,F0432,4.53
2317,6.24,40.44,25.39,952.19,130.28,3.67,2409.13,1.91,0.83,1.0,3,Corn,North,Summer,2021-02-02,F0272,7.34
2318,5.64,22.13,13.49,531.59,112.32,13.51,2677.3,1.62,0.97,1.95,5,Barley,West,Autumn,2021-09-21,F0250,6.01
