farm_id,region,crop_type,yield_kg_per_hectare,rainfall_mm,temperature_C,pesticide_usage_ml,soil_pH,soil_moisture_%,humidity_%,sunlight_hours,total_days,sowing_date,harvest_date,irrigation_type,fertilizer_type,crop_disease_status,NDVI_index
FARM13362,India,Maize,2335.2,1083.0,25.82,2742277.0,6.06,42.43,58.03,6.92,124,2007-01-15,2007-05-15,Drip,Urea,None,0.55
FARM13363,India,Potatoes,16410.1,1083.0,26.0,2742277.0,5.51,37.06,58.19,7.55,109,2007-01-15,2007-05-15,Rainfed,Urea,None,0.79
FARM13364,India,Potatoes,16410.1,1083.0,27.51,2742277.0,5.5,42.07,59.0,7.6,114,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.82
FARM13365,India,Potatoes,16410.1,1083.0,25.98,2742277.0,5.82,51.22,55.82,7.21,115,2007-01-15,2007-05-15,Drip,Organic Compost,Mild,0.85
FARM13366,India,Potatoes,16410.1,1083.0,24.6,2742277.0,6.17,37.24,56.69,7.41,106,2007-01-15,2007-05-15,Flood,Urea,None,0.8
FARM13367,India,Potatoes,16410.1,1083.0,25.46,2742277.0,5.68,39.31,56.89,6.58,102,2007-01-15,2007-05-15,Sprinkler,Urea,Mild,0.79
FARM13368,India,Potatoes,16410.1,1083.0,25.95,2742277.0,5.01,36.69,52.09,7.32,120,2007-01-15,2007-05-15,Drip,Urea,None,0.8
FARM13369,India,Potatoes,16410.1,1083.0,26.15,2742277.0,5.73,37.49,58.76,6.96,105,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.84
FARM13370,India,Potatoes,16410.1,1083.0,26.58,2742277.0,5.75,38.46,52.06,7.72,119,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.8
FARM13371,India,Potatoes,16410.1,1083.0,27.55,2742277.0,5.72,35.0,58.29,7.45,109,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.9
FARM13372,India,Potatoes,16410.1,1083.0,25.66,2742277.0,5.58,39.15,57.98,6.57,112,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.89
FARM13373,India,Potatoes,16410.1,1083.0,26.27,2742277.0,5.88,40.74,45.67,6.79,106,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.82
FARM13374,India,Potatoes,16410.1,1083.0,25.44,2742277.0,5.82,38.46,58.14,6.78,108,2007-01-15,2007-05-15,Flood,Urea,None,0.86
FARM13375,India,Potatoes,16410.1,1083.0,24.6,2742277.0,5.79,28.98,56.27,7.35,115,2007-01-15,2007-05-15,Flood,Organic Compost,None,0.83
FARM13376,India,Potatoes,16410.1,1083.0,26.39,2742277.0,5.94,39.7,59.78,7.52,114,2007-01-15,2007-05-15,Drip,NPK 15-15-15,Mild,0.79
FARM13377,India,Potatoes,16410.1,1083.0,26.15,2742277.0,5.65,40.24,61.49,7.34,110,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.8
FARM13378,India,Potatoes,16410.1,1083.0,25.59,2742277.0,5.63,49.96,55.28,7.52,105,2007-01-15,2007-05-15,Sprinkler,Urea,Moderate,0.84
FARM13379,India,Potatoes,16410.1,1083.0,25.58,2742277.0,6.28,40.61,56.27,6.98,110,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.82
FARM13380,India,Potatoes,16410.1,1083.0,27.23,2742277.0,6.0,45.15,48.89,6.77,107,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.82
FARM13381,India,Potatoes,16410.1,1083.0,24.59,2742277.0,6.09,38.34,54.67,6.32,116,2007-01-15,2007-05-15,Rainfed,NPK 15-15-15,Mild,0.75
FARM13382,India,Potatoes,16410.1,1083.0,27.31,2742277.0,6.23,46.96,60.6,7.12,112,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.82
FARM13383,India,Potatoes,16410.1,1083.0,27.31,2742277.0,5.98,35.75,53.98,6.91,104,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.83
FARM13384,India,Potatoes,16410.1,1083.0,25.82,2742277.0,6.12,43.0,58.43,9.26,113,2007-01-15,2007-05-15,Sprinkler,DAP,None,0.8
FARM13385,India,"Rice, paddy",3292.4,1083.0,26.0,2742277.0,5.95,44.67,54.55,9.04,116,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.59
FARM13386,India,"Rice, paddy",3292.4,1083.0,27.51,2742277.0,6.57,43.94,53.41,7.8,111,2007-01-15,2007-05-15,Rainfed,Organic Compost,None,0.61
FARM13387,India,"Rice, paddy",3292.4,1083.0,25.98,2742277.0,6.44,51.29,56.94,6.7,129,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.51
FARM13388,India,"Rice, paddy",3292.4,1083.0,24.6,2742277.0,7.09,37.55,43.69,7.35,111,2007-01-15,2007-05-15,Drip,Urea,None,0.56
FARM13389,India,"Rice, paddy",3292.4,1083.0,25.46,2742277.0,6.82,47.54,56.39,7.63,123,2007-01-15,2007-05-15,Flood,DAP,None,0.57
FARM13390,India,"Rice, paddy",3292.4,1083.0,25.95,2742277.0,6.28,46.25,45.66,5.66,117,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.61
FARM13391,India,"Rice, paddy",3292.4,1083.0,26.15,2742277.0,6.63,40.72,54.23,7.39,121,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.63
FARM13392,India,"Rice, paddy",3292.4,1083.0,26.58,2742277.0,6.56,49.67,51.0,6.35,114,2007-01-15,2007-05-15,Rainfed,DAP,None,0.58
FARM13393,India,"Rice, paddy",3292.4,1083.0,27.55,2742277.0,6.66,39.74,49.24,7.15,127,2007-01-15,2007-05-15,Drip,DAP,None,0.56
FARM13394,India,"Rice, paddy",3292.4,1083.0,25.66,2742277.0,6.14,40.58,60.72,6.73,119,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.63
FARM13395,India,"Rice, paddy",3292.4,1083.0,26.27,2742277.0,6.63,40.44,58.98,7.34,121,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.6
FARM13396,India,"Rice, paddy",3292.4,1083.0,25.44,2742277.0,6.42,34.11,53.49,7.06,111,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.61
FARM13397,India,"Rice, paddy",3292.4,1083.0,24.6,2742277.0,6.6,44.28,64.85,7.58,110,2007-01-15,2007-05-15,Drip,Organic Compost,Mild,0.57
FARM13398,India,"Rice, paddy",3292.4,1083.0,26.39,2742277.0,6.25,43.5,58.42,8.02,113,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.59
FARM13399,India,"Rice, paddy",3292.4,1083.0,26.15,2742277.0,6.3,39.95,53.93,7.87,121,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.63
FARM13400,India,"Rice, paddy",3292.4,1083.0,25.59,2742277.0,6.91,49.28,47.29,8.9,130,2007-01-15,2007-05-15,Rainfed,Urea,None,0.65
FARM13401,India,"Rice, paddy",3292.4,1083.0,25.58,2742277.0,6.13,38.29,54.45,7.04,127,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.58
FARM13402,India,"Rice, paddy",3292.4,1083.0,27.23,2742277.0,6.16,31.82,51.49,8.54,114,2007-01-15,2007-05-15,Drip,Urea,None,0.59
FARM13403,India,"Rice, paddy",3292.4,1083.0,24.59,2742277.0,6.48,49.98,53.49,6.61,122,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,Severe,0.67
FARM13404,India,"Rice, paddy",3292.4,1083.0,27.31,2742277.0,6.23,45.53,55.63,6.01,112,2007-01-15,2007-05-15,Flood,Organic Compost,None,0.56
FARM13405,India,"Rice, paddy",3292.4,1083.0,27.31,2742277.0,6.19,43.6,51.47,7.84,110,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.6
FARM13406,India,"Rice, paddy",3292.4,1083.0,25.82,2742277.0,6.54,38.77,60.01,8.62,123,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.55
FARM13407,India,Sorghum,844.3,1083.0,26.0,2742277.0,6.17,42.18,52.51,6.77,135,2007-01-15,2007-05-15,Rainfed,Urea,None,0.35
FARM13408,India,Sorghum,844.3,1083.0,27.51,2742277.0,6.35,34.17,49.79,7.84,117,2007-01-15,2007-05-15,Rainfed,NPK 15-15-15,Moderate,0.35
FARM13409,India,Sorghum,844.3,1083.0,25.98,2742277.0,7.42,39.35,57.24,6.78,133,2007-01-15,2007-05-15,Rainfed,NPK 15-15-15,None,0.42
FARM13410,India,Sorghum,844.3,1083.0,24.6,2742277.0,6.86,35.95,55.22,8.29,126,2007-01-15,2007-05-15,Rainfed,Urea,None,0.32
FARM13411,India,Sorghum,844.3,1083.0,25.46,2742277.0,6.44,41.78,58.33,8.26,133,2007-01-15,2007-05-15,Rainfed,Urea,None,0.41
FARM13412,India,Sorghum,844.3,1083.0,25.95,2742277.0,6.85,45.09,55.35,7.71,123,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.34
FARM13413,India,Sorghum,844.3,1083.0,26.15,2742277.0,6.9,35.23,49.0,6.51,128,2007-01-15,2007-05-15,Drip,DAP,None,0.39
FARM13414,India,Sorghum,844.3,1083.0,26.58,2742277.0,7.05,44.1,55.56,7.74,123,2007-01-15,2007-05-15,Sprinkler,Urea,Mild,0.36
FARM13415,India,Sorghum,844.3,1083.0,27.55,2742277.0,6.66,41.47,50.23,6.07,125,2007-01-15,2007-05-15,Rainfed,Urea,Mild,0.41
FARM13416,India,Sorghum,844.3,1083.0,25.66,2742277.0,7.04,43.89,55.39,7.42,122,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.47
FARM13417,India,Sorghum,844.3,1083.0,26.27,2742277.0,5.99,39.26,52.11,6.77,115,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.41
FARM13418,India,Sorghum,844.3,1083.0,25.44,2742277.0,6.33,43.99,54.09,7.5,124,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.47
FARM13419,India,Sorghum,844.3,1083.0,24.6,2742277.0,6.76,36.99,55.51,7.45,116,2007-01-15,2007-05-15,Drip,Urea,None,0.34
FARM13420,India,Sorghum,844.3,1083.0,26.39,2742277.0,6.82,32.06,57.38,7.53,135,2007-01-15,2007-05-15,Flood,Urea,None,0.37
FARM13421,India,Sorghum,844.3,1083.0,26.15,2742277.0,6.38,33.2,52.35,6.18,134,2007-01-15,2007-05-15,Flood,NPK 15-15-15,Moderate,0.36
FARM13422,India,Sorghum,844.3,1083.0,25.59,2742277.0,6.79,37.96,43.68,6.48,120,2007-01-15,2007-05-15,Drip,Urea,None,0.36
FARM13423,India,Sorghum,844.3,1083.0,25.58,2742277.0,6.48,32.41,51.02,8.84,118,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.4
FARM13424,India,Sorghum,844.3,1083.0,27.23,2742277.0,6.6,48.22,54.55,8.09,128,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.35
FARM13425,India,Sorghum,844.3,1083.0,24.59,2742277.0,7.06,40.06,60.07,7.65,133,2007-01-15,2007-05-15,Drip,Urea,Mild,0.47
FARM13426,India,Sorghum,844.3,1083.0,27.31,2742277.0,7.02,45.07,55.18,6.19,128,2007-01-15,2007-05-15,Drip,Urea,None,0.39
FARM13427,India,Sorghum,844.3,1083.0,27.31,2742277.0,6.35,44.41,57.96,7.66,121,2007-01-15,2007-05-15,Drip,Urea,None,0.38
FARM13428,India,Sorghum,844.3,1083.0,25.82,2742277.0,6.33,40.5,55.36,7.7,115,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.4
FARM13429,India,Soybeans,1235.1,1083.0,26.0,2742277.0,6.46,58.15,55.51,7.07,108,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.37
FARM13430,India,Soybeans,1235.1,1083.0,27.51,2742277.0,6.59,55.11,52.91,6.47,108,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.39
FARM13431,India,Soybeans,1235.1,1083.0,25.98,2742277.0,6.37,47.43,58.84,6.89,120,2007-01-15,2007-05-15,Drip,Urea,None,0.38
FARM13432,India,Soybeans,1235.1,1083.0,24.6,2742277.0,6.96,35.95,61.92,8.22,118,2007-01-15,2007-05-15,Flood,DAP,None,0.4
FARM13433,India,Soybeans,1235.1,1083.0,25.46,2742277.0,6.72,47.64,51.05,8.03,119,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.34
FARM13434,India,Soybeans,1235.1,1083.0,25.95,2742277.0,6.74,31.73,55.56,8.2,122,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.47
FARM13435,India,Soybeans,1235.1,1083.0,26.15,2742277.0,6.16,47.46,49.79,7.87,105,2007-01-15,2007-05-15,Sprinkler,Organic Compost,Moderate,0.42
FARM13436,India,Soybeans,1235.1,1083.0,26.58,2742277.0,7.01,27.69,61.03,6.68,122,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.44
FARM13437,India,Soybeans,1235.1,1083.0,27.55,2742277.0,5.61,38.88,54.54,6.08,114,2007-01-15,2007-05-15,Drip,Urea,Moderate,0.42
FARM13438,India,Soybeans,1235.1,1083.0,25.66,2742277.0,6.89,46.52,54.73,7.36,122,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.45
FARM13439,India,Soybeans,1235.1,1083.0,26.27,2742277.0,6.93,42.4,49.95,8.19,110,2007-01-15,2007-05-15,Rainfed,NPK 15-15-15,None,0.42
FARM13440,India,Soybeans,1235.1,1083.0,25.44,2742277.0,6.45,33.08,54.01,8.22,121,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,Mild,0.44
FARM13441,India,Soybeans,1235.1,1083.0,24.6,2742277.0,7.05,41.32,55.03,6.59,113,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.42
FARM13442,India,Soybeans,1235.1,1083.0,26.39,2742277.0,6.58,42.4,50.14,7.68,118,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.45
FARM13443,India,Soybeans,1235.1,1083.0,26.15,2742277.0,6.62,41.5,55.16,6.83,109,2007-01-15,2007-05-15,Rainfed,DAP,None,0.43
FARM13444,India,Soybeans,1235.1,1083.0,25.59,2742277.0,6.72,38.44,51.41,7.2,124,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.44
FARM13445,India,Soybeans,1235.1,1083.0,25.58,2742277.0,7.72,44.75,56.58,6.4,116,2007-01-15,2007-05-15,Drip,Urea,None,0.43
FARM13446,India,Soybeans,1235.1,1083.0,27.23,2742277.0,7.07,46.2,50.08,7.98,120,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.39
FARM13447,India,Soybeans,1235.1,1083.0,24.59,2742277.0,6.85,39.7,55.97,7.82,125,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.42
FARM13448,India,Soybeans,1235.1,1083.0,27.31,2742277.0,6.28,48.07,53.21,6.47,105,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.39
FARM13449,India,Soybeans,1235.1,1083.0,27.31,2742277.0,6.65,39.69,55.19,7.16,123,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.37
FARM13450,India,Soybeans,1235.1,1083.0,25.82,2742277.0,6.32,38.02,55.39,6.18,114,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.51
FARM13451,India,Sweet potatoes,8697.6,1083.0,26.0,2742277.0,6.19,47.26,55.01,6.06,129,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.76
FARM13452,India,Sweet potatoes,8697.6,1083.0,27.51,2742277.0,5.95,47.07,50.92,6.37,112,2007-01-15,2007-05-15,Drip,DAP,Mild,0.77
FARM13453,India,Sweet potatoes,8697.6,1083.0,25.98,2742277.0,5.51,37.37,56.86,7.43,116,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.72
FARM13454,India,Sweet potatoes,8697.6,1083.0,24.6,2742277.0,5.93,36.65,56.48,7.01,118,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.69
FARM13455,India,Sweet potatoes,8697.6,1083.0,25.46,2742277.0,5.6,49.29,57.45,7.45,115,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.72
FARM13456,India,Sweet potatoes,8697.6,1083.0,25.95,2742277.0,5.95,39.96,54.56,6.98,119,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.67
FARM13457,India,Sweet potatoes,8697.6,1083.0,26.15,2742277.0,5.6,40.49,53.84,8.04,126,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.71
FARM13458,India,Sweet potatoes,8697.6,1083.0,26.58,2742277.0,5.91,39.21,50.29,7.13,113,2007-01-15,2007-05-15,Flood,Urea,None,0.77
FARM13459,India,Sweet potatoes,8697.6,1083.0,27.55,2742277.0,6.16,47.08,51.22,8.29,110,2007-01-15,2007-05-15,Flood,DAP,Mild,0.7
FARM13460,India,Sweet potatoes,8697.6,1083.0,25.66,2742277.0,5.88,51.19,52.91,7.03,114,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.7
FARM13461,India,Sweet potatoes,8697.6,1083.0,26.27,2742277.0,5.76,40.82,58.35,7.89,121,2007-01-15,2007-05-15,Flood,NPK 15-15-15,Severe,0.75
FARM13462,India,Sweet potatoes,8697.6,1083.0,25.44,2742277.0,5.97,52.56,49.94,7.36,123,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.72
FARM13463,India,Sweet potatoes,8697.6,1083.0,24.6,2742277.0,6.14,37.7,49.98,6.43,110,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.78
FARM13464,India,Sweet potatoes,8697.6,1083.0,26.39,2742277.0,5.51,39.06,54.16,8.65,115,2007-01-15,2007-05-15,Flood,Organic Compost,None,0.77
FARM13465,India,Sweet potatoes,8697.6,1083.0,26.15,2742277.0,5.99,43.84,51.49,8.82,113,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.7
FARM13466,India,Sweet potatoes,8697.6,1083.0,25.59,2742277.0,6.36,36.39,53.31,7.36,120,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.68
FARM13467,India,Sweet potatoes,8697.6,1083.0,25.58,2742277.0,6.1,43.77,53.09,7.23,126,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,Severe,0.71
FARM13468,India,Sweet potatoes,8697.6,1083.0,27.23,2742277.0,5.92,37.88,51.5,8.17,119,2007-01-15,2007-05-15,Sprinkler,DAP,None,0.7
FARM13469,India,Sweet potatoes,8697.6,1083.0,24.59,2742277.0,6.12,32.75,52.29,7.39,118,2007-01-15,2007-05-15,Rainfed,DAP,None,0.75
FARM13470,India,Sweet potatoes,8697.6,1083.0,27.31,2742277.0,6.06,31.76,50.25,7.97,115,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.75
FARM13471,India,Sweet potatoes,8697.6,1083.0,27.31,2742277.0,6.16,38.85,52.5,7.61,115,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.74
FARM13472,India,Sweet potatoes,8697.6,1083.0,25.82,2742277.0,5.19,42.56,48.88,7.55,111,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.67
FARM13473,India,Wheat,2707.9,1083.0,26.0,2742277.0,6.26,33.67,57.06,6.9,147,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.59
FARM13474,India,Wheat,2707.9,1083.0,27.51,2742277.0,7.15,41.36,50.34,6.93,138,2007-01-15,2007-05-15,Drip,Urea,None,0.62
FARM13475,India,Wheat,2707.9,1083.0,25.98,2742277.0,6.27,41.38,56.46,8.26,148,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.56
FARM13476,India,Wheat,2707.9,1083.0,24.6,2742277.0,6.94,39.63,52.7,8.57,149,2007-01-15,2007-05-15,Drip,Urea,None,0.54
FARM13477,India,Wheat,2707.9,1083.0,25.46,2742277.0,6.68,35.84,59.05,7.55,145,2007-01-15,2007-05-15,Sprinkler,Urea,Mild,0.58
FARM13478,India,Wheat,2707.9,1083.0,25.95,2742277.0,6.45,41.67,54.82,8.44,138,2007-01-15,2007-05-15,Drip,Urea,None,0.53
FARM13479,India,Wheat,2707.9,1083.0,26.15,2742277.0,6.92,39.76,50.25,6.79,134,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.6
FARM13480,India,Wheat,2707.9,1083.0,26.58,2742277.0,6.87,45.38,64.34,7.84,130,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.59
FARM13481,India,Wheat,2707.9,1083.0,27.55,2742277.0,7.54,34.01,52.19,7.21,148,2007-01-15,2007-05-15,Drip,Urea,None,0.56
FARM13482,India,Wheat,2707.9,1083.0,25.66,2742277.0,6.58,41.04,52.58,7.44,150,2007-01-15,2007-05-15,Drip,Urea,None,0.55
FARM13483,India,Wheat,2707.9,1083.0,26.27,2742277.0,7.3,34.11,52.55,7.22,135,2007-01-15,2007-05-15,Sprinkler,Organic Compost,None,0.61
FARM13484,India,Wheat,2707.9,1083.0,25.44,2742277.0,6.92,39.29,56.51,7.25,135,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.6
FARM13485,India,Wheat,2707.9,1083.0,24.6,2742277.0,6.57,35.0,49.52,5.33,136,2007-01-15,2007-05-15,Flood,DAP,None,0.51
FARM13486,India,Wheat,2707.9,1083.0,26.39,2742277.0,7.08,35.89,54.98,6.39,135,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,Severe,0.57
FARM13487,India,Wheat,2707.9,1083.0,26.15,2742277.0,7.0,40.45,47.82,6.01,149,2007-01-15,2007-05-15,Drip,Organic Compost,None,0.62
FARM13488,India,Wheat,2707.9,1083.0,25.59,2742277.0,6.81,37.64,54.55,7.03,139,2007-01-15,2007-05-15,Sprinkler,NPK 15-15-15,None,0.63
FARM13489,India,Wheat,2707.9,1083.0,25.58,2742277.0,6.89,47.8,59.35,6.57,140,2007-01-15,2007-05-15,Flood,Organic Compost,Moderate,0.52
FARM13490,India,Wheat,2707.9,1083.0,27.23,2742277.0,6.59,46.37,51.8,6.03,149,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.58
FARM13491,India,Wheat,2707.9,1083.0,24.59,2742277.0,6.51,44.5,58.89,6.6,132,2007-01-15,2007-05-15,Drip,Urea,None,0.5
FARM13492,India,Wheat,2707.9,1083.0,27.31,2742277.0,7.07,44.4,47.3,7.24,131,2007-01-15,2007-05-15,Flood,NPK 15-15-15,None,0.58
FARM13493,India,Wheat,2707.9,1083.0,27.31,2742277.0,6.72,41.12,51.49,9.8,142,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.53
FARM13494,India,Wheat,2707.9,1083.0,25.82,2742277.0,6.77,47.0,49.83,7.3,146,2007-01-15,2007-05-15,Flood,Urea,None,0.54
FARM13495,India,Cassava,33540.7,1083.0,25.57,1448533.0,6.1,39.0,62.48,7.12,273,2008-01-15,2008-05-15,Flood,Urea,None,0.85
FARM13496,India,Cassava,33540.7,1083.0,27.05,1448533.0,6.09,51.07,52.48,6.3,269,2008-01-15,2008-05-15,Flood,NPK 15-15-15,None,0.93
FARM13497,India,Cassava,33540.7,1083.0,25.78,1448533.0,5.5,35.76,52.14,6.54,280,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,Mild,0.83
FARM13498,India,Cassava,33540.7,1083.0,24.25,1448533.0,6.45,34.83,54.48,8.11,278,2008-01-15,2008-05-15,Sprinkler,Urea,Moderate,0.89
FARM13499,India,Cassava,33540.7,1083.0,25.35,1448533.0,6.04,33.5,54.99,8.55,264,2008-01-15,2008-05-15,Flood,Urea,None,0.92
FARM13500,India,Cassava,33540.7,1083.0,25.65,1448533.0,5.93,34.37,53.33,6.68,269,2008-01-15,2008-05-15,Flood,Urea,None,0.93
FARM13501,India,Cassava,33540.7,1083.0,25.68,1448533.0,6.15,32.32,50.03,7.55,272,2008-01-15,2008-05-15,Sprinkler,Organic Compost,None,0.92
FARM13502,India,Cassava,33540.7,1083.0,26.52,1448533.0,6.08,41.54,59.77,9.46,271,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,None,0.97
FARM13503,India,Cassava,33540.7,1083.0,27.45,1448533.0,6.27,44.74,58.26,8.93,268,2008-01-15,2008-05-15,Rainfed,NPK 15-15-15,Severe,0.88
FARM13504,India,Cassava,33540.7,1083.0,25.3,1448533.0,6.19,40.64,56.32,7.61,268,2008-01-15,2008-05-15,Drip,DAP,Moderate,0.84
FARM13505,India,Cassava,33540.7,1083.0,25.88,1448533.0,6.25,33.54,55.81,6.65,276,2008-01-15,2008-05-15,Drip,Organic Compost,Moderate,0.9
FARM13506,India,Cassava,33540.7,1083.0,25.11,1448533.0,6.47,38.12,55.94,6.61,272,2008-01-15,2008-05-15,Sprinkler,Urea,None,0.88
FARM13507,India,Cassava,33540.7,1083.0,24.25,1448533.0,6.31,44.68,53.68,5.7,263,2008-01-15,2008-05-15,Flood,NPK 15-15-15,None,0.92
FARM13508,India,Cassava,33540.7,1083.0,26.19,1448533.0,5.94,38.76,52.28,7.4,264,2008-01-15,2008-05-15,Rainfed,NPK 15-15-15,None,0.91
FARM13509,India,Cassava,33540.7,1083.0,25.68,1448533.0,5.61,36.48,61.17,8.82,264,2008-01-15,2008-05-15,Flood,NPK 15-15-15,None,0.79
FARM13510,India,Cassava,33540.7,1083.0,25.56,1448533.0,6.58,32.9,57.36,6.86,265,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,None,0.86
FARM13511,India,Cassava,33540.7,1083.0,25.23,1448533.0,5.92,38.36,49.7,7.19,263,2008-01-15,2008-05-15,Flood,Organic Compost,None,0.97
FARM13512,India,Cassava,33540.7,1083.0,26.51,1448533.0,5.83,36.96,52.57,7.36,264,2008-01-15,2008-05-15,Drip,Urea,None,0.87
FARM13513,India,Cassava,33540.7,1083.0,24.51,1448533.0,5.39,40.04,57.33,7.43,270,2008-01-15,2008-05-15,Rainfed,Organic Compost,None,0.87
FARM13514,India,Cassava,33540.7,1083.0,26.83,1448533.0,6.12,42.85,55.69,6.69,277,2008-01-15,2008-05-15,Flood,Organic Compost,None,0.82
FARM13515,India,Cassava,33540.7,1083.0,26.83,1448533.0,6.05,39.06,56.33,7.29,270,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,Mild,0.85
FARM13516,India,Cassava,33540.7,1083.0,25.66,1448533.0,5.47,41.4,48.86,7.67,271,2008-01-15,2008-05-15,Drip,DAP,None,0.97
FARM13517,India,Maize,2414.0,1083.0,25.57,1448533.0,6.66,42.83,56.13,7.79,121,2008-01-15,2008-05-15,Sprinkler,Urea,None,0.54
FARM13518,India,Maize,2414.0,1083.0,27.05,1448533.0,6.33,34.32,58.57,7.69,114,2008-01-15,2008-05-15,Rainfed,Urea,None,0.53
FARM13519,India,Maize,2414.0,1083.0,25.78,1448533.0,7.44,49.9,48.72,6.78,121,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,None,0.57
FARM13520,India,Maize,2414.0,1083.0,24.25,1448533.0,6.3,36.76,62.47,7.37,119,2008-01-15,2008-05-15,Sprinkler,Urea,None,0.46
FARM13521,India,Maize,2414.0,1083.0,25.35,1448533.0,6.35,43.05,56.28,7.67,123,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,Mild,0.51
FARM13522,India,Maize,2414.0,1083.0,25.65,1448533.0,6.19,34.79,55.25,8.25,126,2008-01-15,2008-05-15,Flood,NPK 15-15-15,None,0.49
FARM13523,India,Maize,2414.0,1083.0,25.68,1448533.0,6.95,41.02,50.99,7.84,125,2008-01-15,2008-05-15,Drip,NPK 15-15-15,None,0.53
FARM13524,India,Maize,2414.0,1083.0,26.52,1448533.0,6.37,41.21,51.83,6.58,113,2008-01-15,2008-05-15,Flood,DAP,None,0.61
