State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year
Madhya Pradesh,Sugarcane,Loamy,Urea,40,5,182,234,34.38,56090,6.68,2023
Punjab,Cotton,Alluvial,Urea,73,111,165,264,35.05,1278,5.62,2017
Madhya Pradesh,Cotton,Sandy,NPK,42,37,129,66,21.45,1210,7.71,2002
Karnataka,Sugarcane,Clay,DAP,11,44,91,237,23.42,57984,6.61,2024
Uttar Pradesh,Cotton,Black Soil,Compost,27,36,109,58,23.72,1343,6.97,2016
Andhra Pradesh,Groundnut,Sandy,NPK,93,73,166,163,23.42,2126,5.85,2023
Bihar,Pulses,Black Soil,DAP,44,21,26,85,35.08,1123,5.51,2023
Gujarat,Groundnut,Sandy,DAP,123,12,77,250,18.66,1524,6.11,2006
Uttar Pradesh,Maize,Clay,Urea,119,61,53,257,19.54,3839,7.26,2012
Tamil Nadu,Pulses,Loamy,NPK,97,46,70,85,23.48,1253,5.75,2015
Odisha,Wheat,Clay,DAP,81,102,132,97,22.01,4193,7.77,2004
Karnataka,Soybean,Loamy,DAP,134,13,102,100,22.64,1856,6.04,2003
West Bengal,Groundnut,Loamy,NPK,39,91,83,146,33.93,1917,6.01,2009
Rajasthan,Barley,Black Soil,Compost,62,39,162,168,29.25,3350,5.95,2012
Gujarat,Barley,Alluvial,NPK,96,118,76,144,18.14,2782,5.53,2009
Uttar Pradesh,Sugarcane,Clay,NPK,22,75,120,119,26.58,67301,7.43,2013
West Bengal,Cotton,Sandy,Compost,49,83,11,123,26.15,1133,7.69,2021
Odisha,Sugarcane,Clay,NPK,98,57,98,129,20.29,84470,7.04,2011
Punjab,Millets,Black Soil,DAP,77,58,186,117,31.5,1112,5.97,2000
West Bengal,Rice,Loamy,NPK,51,88,35,295,32.02,6192,6.21,2020
Karnataka,Millets,Black Soil,Compost,103,118,108,199,32.39,1702,6.69,2019
Karnataka,Barley,Red Soil,Organic,28,29,36,126,32.55,2217,7.89,2019
Bihar,Maize,Red Soil,NPK,32,71,98,257,18.02,3044,6.12,2006
Punjab,Rice,Sandy,Urea,63,66,155,165,37.04,3434,7.33,2008
Rajasthan,Wheat,Black Soil,DAP,74,59,191,270,34.26,2361,6.6,2007
Andhra Pradesh,Cotton,Sandy,DAP,33,50,10,55,36.05,1591,6.24,2012
West Bengal,Rice,Sandy,Urea,43,28,198,203,18.33,5118,6.64,2013
Punjab,Groundnut,Red Soil,Urea,62,102,112,124,36.64,1545,5.68,2011
Karnataka,Barley,Sandy,NPK,27,50,140,137,34.17,2990,7.5,2007
Karnataka,Pulses,Red Soil,Urea,66,26,50,270,34.71,759,6.11,2020
Uttar Pradesh,Sugarcane,Loamy,Organic,121,15,174,52,19.88,70683,7.31,2021
Madhya Pradesh,Soybean,Black Soil,Compost,14,52,60,101,32.75,1864,5.67,2017
Rajasthan,Groundnut,Sandy,Urea,22,12,24,123,37.16,1409,7.89,2015
West Bengal,Soybean,Red Soil,Urea,92,43,17,174,31.55,2899,5.98,2010
Bihar,Maize,Clay,Organic,38,111,47,237,29.4,3368,7.71,2015
Bihar,Sugarcane,Sandy,DAP,12,39,123,240,36.88,73332,7.52,2013
West Bengal,Millets,Alluvial,DAP,99,53,92,114,26.85,1263,7.92,2002
Kerala,Wheat,Loamy,NPK,113,50,65,101,29.97,2410,6.69,2020
Telangana,Millets,Loamy,Organic,132,42,184,284,27.52,1083,7.32,2001
Odisha,Barley,Clay,Compost,85,12,112,267,36.62,3035,6.43,2002
Bihar,Groundnut,Red Soil,Compost,139,58,147,299,19.54,2518,5.96,2003
Punjab,Barley,Sandy,Organic,117,41,111,125,28.01,3454,6.61,2021
Odisha,Wheat,Red Soil,Compost,91,95,87,191,31.72,2591,5.91,2004
Punjab,Groundnut,Loamy,DAP,86,96,186,138,33.81,1722,7.96,2009
Tamil Nadu,Maize,Red Soil,Compost,11,44,178,121,29.65,1767,5.74,2019
Karnataka,Wheat,Loamy,Compost,136,38,92,284,36.14,2319,6.97,2001
Madhya Pradesh,Maize,Red Soil,Organic,35,100,39,117,36.8,2826,7.07,2011
Uttar Pradesh,Rice,Clay,Organic,97,83,14,205,19.3,5174,6.85,2004
Bihar,Rice,Black Soil,Compost,25,112,128,248,26.04,4078,7.16,2004
Madhya Pradesh,Wheat,Clay,Urea,82,21,40,187,18.49,3557,5.79,2022
Madhya Pradesh,Rice,Clay,Organic,41,37,189,164,24.59,5012,6.89,2000
Madhya Pradesh,Rice,Black Soil,NPK,24,51,32,106,28.73,3593,6.22,2003
Telangana,Rice,Black Soil,NPK,14,114,57,299,36.18,5479,7.85,2020
Odisha,Wheat,Sandy,DAP,83,56,118,277,34.9,2267,7.41,2023
Punjab,Soybean,Sandy,Compost,61,84,49,115,20.56,2160,7.93,2011
Haryana,Rice,Clay,Urea,86,97,15,139,19.88,5535,5.59,2011
Tamil Nadu,Cotton,Clay,DAP,119,13,47,294,29.77,1878,6.21,2015
Gujarat,Maize,Loamy,Compost,115,37,178,99,28.63,4393,5.99,2023
Madhya Pradesh,Sugarcane,Loamy,Organic,136,64,109,63,23.33,56989,5.53,2016
Andhra Pradesh,Rice,Sandy,NPK,16,117,36,299,35.96,5053,6.11,2020
Odisha,Rice,Alluvial,Urea,49,97,78,65,36.51,4312,7.2,2009
Bihar,Pulses,Alluvial,NPK,108,81,66,231,26.05,1226,6.08,2016
Rajasthan,Barley,Sandy,Organic,94,25,26,220,35.77,3370,6.77,2016
Bihar,Millets,Loamy,Compost,74,62,80,91,25.68,1543,7.72,2017
Uttar Pradesh,Barley,Loamy,Organic,20,89,56,258,32.71,2922,7.23,2001
Gujarat,Soybean,Alluvial,Organic,117,73,88,159,27.51,2001,6.49,2024
Haryana,Cotton,Red Soil,NPK,35,14,119,71,20.46,1268,6.43,2003
Andhra Pradesh,Rice,Red Soil,Urea,94,10,22,117,36.52,5049,6.64,2018
Bihar,Groundnut,Loamy,Organic,132,119,148,68,27.07,2015,5.94,2010
Haryana,Rice,Red Soil,NPK,77,17,133,115,32.67,5774,7.09,2016
Gujarat,Wheat,Black Soil,Urea,113,69,118,216,25.34,2546,6.41,2011
Madhya Pradesh,Rice,Sandy,Compost,89,24,99,122,18.4,4313,7.63,2001
Andhra Pradesh,Sugarcane,Sandy,Compost,62,61,95,196,20.02,74473,7.39,2005
Haryana,Maize,Loamy,DAP,115,115,101,193,27.91,4301,7.03,2008
Uttar Pradesh,Rice,Clay,NPK,53,50,33,103,31.78,5452,6.41,2004
Punjab,Barley,Alluvial,Urea,99,12,82,202,24.69,2499,6.02,2019
Karnataka,Wheat,Loamy,Organic,110,14,13,161,31.89,2142,7.44,2020
Punjab,Barley,Red Soil,Compost,106,77,122,67,31.95,2688,6.72,2008
Gujarat,Soybean,Alluvial,Urea,18,117,55,200,32.06,1763,6.06,2022
Odisha,Pulses,Clay,NPK,21,109,27,166,27.84,1585,5.99,2007
Karnataka,Maize,Red Soil,DAP,78,71,52,134,36.26,3037,5.91,2019
Tamil Nadu,Wheat,Black Soil,Compost,37,15,170,188,27.77,2339,7.44,2007
Uttar Pradesh,Cotton,Red Soil,Urea,65,16,102,88,27.0,1277,6.07,2021
Tamil Nadu,Rice,Black Soil,Urea,108,14,112,154,22.0,4712,6.82,2020
Telangana,Cotton,Alluvial,Urea,119,29,133,117,24.15,1837,6.63,2022
Andhra Pradesh,Cotton,Black Soil,NPK,86,53,19,74,18.86,937,6.95,2005
West Bengal,Maize,Alluvial,NPK,112,53,82,240,30.65,3011,7.69,2002
Karnataka,Rice,Alluvial,NPK,115,93,196,273,22.98,6724,7.67,2004
Tamil Nadu,Maize,Alluvial,Organic,118,15,40,207,24.08,2678,6.63,2008
Bihar,Millets,Alluvial,Urea,121,66,165,222,33.39,1565,5.54,2006
Tamil Nadu,Rice,Alluvial,Compost,67,40,69,172,24.54,4350,6.57,2003
Haryana,Rice,Red Soil,NPK,87,43,140,267,22.85,5476,7.02,2006
Punjab,Soybean,Alluvial,NPK,84,57,127,170,21.39,1585,6.89,2004
Haryana,Maize,Red Soil,Urea,51,94,192,110,33.47,2561,7.13,2010
Telangana,Wheat,Alluvial,NPK,77,82,23,149,20.61,3154,5.89,2014
Karnataka,Pulses,Black Soil,Organic,42,107,195,100,27.07,754,7.12,2001
Karnataka,Barley,Alluvial,Organic,80,60,152,147,28.13,2775,5.96,2012
Telangana,Rice,Clay,NPK,65,108,11,186,31.73,4035,7.38,2021
Gujarat,Cotton,Alluvial,Urea,114,5,33,253,30.65,1921,6.35,2015
Haryana,Barley,Alluvial,Urea,110,60,73,51,34.19,3577,7.27,2006
Maharashtra,Sugarcane,Black Soil,Urea,60,8,109,279,18.91,57906,5.62,2007
Bihar,Cotton,Sandy,DAP,83,34,123,54,23.93,1046,6.52,2005
Rajasthan,Groundnut,Black Soil,NPK,130,16,33,239,23.61,2387,7.26,2023
Punjab,Sugarcane,Clay,Urea,14,39,164,246,20.93,76472,6.07,2006
Karnataka,Cotton,Sandy,Organic,92,81,174,229,23.79,1244,7.49,2017
Gujarat,Millets,Loamy,Compost,60,56,100,135,24.2,1232,7.08,2021
West Bengal,Wheat,Loamy,Compost,19,35,176,182,28.43,1990,6.97,2024
Bihar,Soybean,Clay,Urea,13,106,35,236,31.25,1450,6.38,2021
Haryana,Barley,Black Soil,Compost,104,111,74,117,25.62,3613,6.71,2019
Punjab,Wheat,Red Soil,Compost,89,91,129,58,32.37,3676,6.99,2006
West Bengal,Rice,Clay,DAP,45,72,13,142,24.72,4938,6.68,2002
Haryana,Cotton,Sandy,Organic,34,56,166,199,23.81,1360,7.25,2004
Tamil Nadu,Soybean,Sandy,Organic,107,84,10,204,28.81,1705,6.58,2000
West Bengal,Maize,Alluvial,DAP,110,11,59,187,18.49,4272,6.01,2014
Telangana,Rice,Loamy,DAP,18,26,119,257,19.61,3387,6.03,2002
Kerala,Rice,Sandy,Compost,70,97,148,283,26.35,4901,5.51,2007
Gujarat,Sugarcane,Clay,NPK,62,79,83,174,36.82,64438,6.25,2024
Punjab,Maize,Sandy,Compost,72,60,196,283,32.41,3315,7.37,2008
Madhya Pradesh,Cotton,Clay,DAP,130,101,71,110,19.78,1195,7.49,2014
Kerala,Wheat,Red Soil,Organic,114,62,90,100,34.9,2707,6.01,2009
Andhra Pradesh,Millets,Alluvial,Compost,13,97,173,59,32.62,1705,7.9,2001
Andhra Pradesh,Sugarcane,Loamy,NPK,102,68,65,183,30.2,75508,6.76,2019
Punjab,Rice,Sandy,Compost,37,107,120,111,34.38,3318,7.79,2004
West Bengal,Groundnut,Clay,Urea,89,16,30,162,26.08,2111,7.27,2018
Haryana,Groundnut,Black Soil,Compost,85,11,150,182,22.44,1424,7.31,2012
Gujarat,Sugarcane,Loamy,DAP,125,59,18,171,28.23,69722,5.71,2010
Rajasthan,Barley,Red Soil,Organic,78,107,148,247,28.96,2953,6.05,2000
Andhra Pradesh,Maize,Clay,Organic,107,110,79,240,28.75,2874,5.52,2021
Gujarat,Sugarcane,Alluvial,DAP,10,66,138,172,29.29,68059,7.29,2014
Andhra Pradesh,Sugarcane,Alluvial,Urea,105,116,127,233,36.94,79961,6.36,2017
Tamil Nadu,Cotton,Red Soil,DAP,26,94,65,236,36.01,2203,7.47,2015
Haryana,Wheat,Red Soil,Compost,121,108,40,112,35.48,3263,6.35,2008
Tamil Nadu,Cotton,Alluvial,DAP,100,77,46,160,34.0,1030,7.55,2000
Bihar,Groundnut,Sandy,DAP,97,109,184,138,36.83,1631,5.83,2010
Andhra Pradesh,Barley,Sandy,Urea,99,102,100,236,19.98,2612,5.93,2008
Madhya Pradesh,Rice,Clay,Compost,58,113,123,100,23.31,3945,6.35,2022
Madhya Pradesh,Rice,Black Soil,NPK,47,81,137,227,27.89,4618,6.52,2010
Tamil Nadu,Cotton,Clay,NPK,68,59,184,181,34.9,1757,6.37,2012
Telangana,Groundnut,Black Soil,Organic,77,40,131,153,28.09,1288,7.41,2001
Kerala,Groundnut,Red Soil,DAP,139,93,78,172,32.94,1671,5.74,2013
Madhya Pradesh,Cotton,Loamy,Organic,58,28,195,97,20.79,1452,6.38,2005
Andhra Pradesh,Maize,Clay,Urea,135,48,45,81,23.05,3170,7.59,2007
Punjab,Groundnut,Clay,NPK,120,21,41,169,32.61,2548,5.67,2017
Tamil Nadu,Maize,Black Soil,DAP,57,6,73,228,21.3,2891,7.86,2015
Bihar,Soybean,Red Soil,Urea,60,17,179,229,25.03,2644,7.97,2020
Rajasthan,Cotton,Red Soil,Urea,52,35,57,148,23.3,1982,5.72,2011
Rajasthan,Groundnut,Black Soil,DAP,107,97,90,123,25.0,2307,6.23,2010
Odisha,Rice,Red Soil,Urea,133,118,167,83,32.14,3717,6.43,2005
Kerala,Maize,Alluvial,DAP,89,32,158,213,25.35,4302,7.44,2002
West Bengal,Wheat,Sandy,DAP,120,64,69,119,29.09,2392,6.99,2013
Haryana,Wheat,Alluvial,Compost,36,31,150,220,20.01,1798,7.11,2001
Madhya Pradesh,Maize,Loamy,Organic,122,19,10,159,34.07,3307,7.39,2010
Madhya Pradesh,Soybean,Clay,Urea,95,99,74,65,25.4,1771,5.79,2021
West Bengal,Wheat,Loamy,Urea,123,108,42,108,30.95,2515,7.58,2002
Karnataka,Barley,Clay,Compost,133,83,47,230,32.48,2583,7.26,2017
Bihar,Rice,Sandy,Compost,58,37,34,68,22.2,3581,6.94,2000
Maharashtra,Wheat,Red Soil,Compost,85,24,163,275,35.66,3418,7.72,2023
Tamil Nadu,Millets,Alluvial,NPK,64,46,68,266,30.31,842,7.25,2000
Telangana,Sugarcane,Black Soil,NPK,65,16,170,144,26.57,73466,6.0,2011
Bihar,Groundnut,Alluvial,NPK,104,105,110,162,21.66,2494,6.57,2014
Uttar Pradesh,Maize,Sandy,DAP,53,77,136,90,36.81,2865,6.74,2004
Madhya Pradesh,Rice,Loamy,Urea,96,27,50,130,33.08,5156,5.64,2005
Haryana,Wheat,Black Soil,Organic,93,76,167,224,22.17,4351,7.89,2015
Odisha,Wheat,Red Soil,DAP,25,100,66,271,24.75,1909,5.82,2011
Rajasthan,Wheat,Sandy,Urea,46,116,186,152,34.16,2568,7.24,2011
Madhya Pradesh,Maize,Black Soil,Urea,86,18,57,103,31.89,4057,6.77,2002
Odisha,Wheat,Sandy,Compost,54,95,81,232,33.29,3862,5.56,2022
Andhra Pradesh,Barley,Sandy,Compost,71,29,186,144,26.82,2837,7.81,2001
Bihar,Maize,Red Soil,DAP,109,81,184,196,32.31,2592,7.63,2006
Andhra Pradesh,Soybean,Clay,Compost,61,89,65,111,25.73,2696,6.81,2001
Maharashtra,Maize,Black Soil,Urea,28,113,74,148,22.23,2097,6.07,2020
Punjab,Groundnut,Red Soil,Compost,118,35,21,142,30.64,1712,5.8,2006
Uttar Pradesh,Rice,Sandy,NPK,53,105,78,236,37.48,4544,6.41,2010
Bihar,Maize,Red Soil,Compost,16,116,143,114,24.21,2640,6.14,2010
Karnataka,Groundnut,Clay,Urea,126,111,98,117,27.21,2305,6.77,2013
Maharashtra,Wheat,Alluvial,DAP,77,58,34,77,31.46,3715,7.92,2002
Gujarat,Cotton,Black Soil,Organic,43,9,10,67,28.82,1625,6.94,2013
Karnataka,Soybean,Clay,Compost,78,17,169,75,34.84,1445,7.72,2010
Kerala,Wheat,Loamy,Urea,64,32,140,153,33.21,3041,7.13,2003
Tamil Nadu,Wheat,Black Soil,Organic,19,47,58,196,19.18,3420,6.69,2016
Haryana,Pulses,Clay,Organic,51,93,156,104,37.93,989,7.64,2015
Bihar,Wheat,Sandy,NPK,50,119,69,168,33.02,3872,6.68,2002
Gujarat,Wheat,Black Soil,Organic,131,103,166,173,35.25,4034,7.67,2024
Gujarat,Rice,Black Soil,Urea,19,51,187,234,31.0,4947,6.23,2009
Maharashtra,Soybean,Red Soil,Urea,111,107,11,183,35.09,1637,5.82,2020
West Bengal,Pulses,Sandy,Compost,137,75,82,178,20.26,1217,7.64,2014
Kerala,Maize,Loamy,Compost,101,42,193,57,24.95,4303,6.97,2007
Punjab,Sugarcane,Alluvial,Compost,122,100,154,274,35.5,67901,7.72,2017
Bihar,Cotton,Clay,Organic,87,71,197,100,22.04,1821,7.84,2002
West Bengal,Wheat,Red Soil,Organic,94,66,119,284,19.58,2821,5.63,2006
Maharashtra,Wheat,Clay,NPK,39,113,173,134,33.74,2896,6.75,2009
Tamil Nadu,Barley,Loamy,Compost,58,43,70,265,34.68,2857,6.44,2019
Rajasthan,Soybean,Loamy,DAP,18,41,26,74,21.26,2188,7.06,2008
Madhya Pradesh,Groundnut,Black Soil,NPK,78,118,58,224,35.06,2281,7.48,2013
Madhya Pradesh,Pulses,Loamy,DAP,67,90,85,232,31.71,758,6.2,2022
Punjab,Rice,Clay,Organic,71,12,197,241,28.39,4414,6.89,2013
Tamil Nadu,Wheat,Sandy,NPK,61,85,157,298,34.58,3336,7.27,2010
Telangana,Cotton,Sandy,NPK,49,56,187,284,26.38,1462,5.84,2000
Punjab,Pulses,Black Soil,Urea,72,95,140,132,21.89,1010,7.54,2003
Bihar,Soybean,Alluvial,Organic,59,37,52,142,23.7,1366,7.02,2005
Bihar,Sugarcane,Clay,Organic,87,114,66,166,28.09,59793,7.87,2021
Odisha,Sugarcane,Clay,NPK,106,85,59,187,28.61,78080,6.35,2021
West Bengal,Groundnut,Loamy,Organic,52,46,187,105,34.08,2027,5.77,2004
Telangana,Maize,Clay,NPK,45,80,46,61,33.8,2080,6.77,2002
Madhya Pradesh,Soybean,Red Soil,Urea,131,116,55,210,29.61,1965,5.71,2001
Gujarat,Groundnut,Alluvial,NPK,117,114,179,169,33.59,1379,7.92,2002
West Bengal,Sugarcane,Loamy,Organic,19,31,24,120,21.84,69736,5.6,2008
Uttar Pradesh,Barley,Red Soil,Organic,104,116,170,66,19.02,2147,7.38,2018
Bihar,Rice,Black Soil,NPK,15,12,89,238,35.44,4408,6.81,2018
Kerala,Rice,Sandy,NPK,66,27,148,171,19.53,5315,6.42,2016
Haryana,Cotton,Black Soil,NPK,138,110,157,173,22.94,1797,5.66,2017
Tamil Nadu,Soybean,Sandy,Compost,80,117,33,59,31.88,1840,7.06,2010
Karnataka,Cotton,Black Soil,Organic,30,68,134,80,26.18,1601,6.96,2011
Punjab,Groundnut,Clay,Organic,101,97,127,109,35.49,2409,6.2,2002
Bihar,Wheat,Red Soil,Compost,136,118,89,119,23.96,3090,7.78,2017
West Bengal,Wheat,Sandy,NPK,89,24,103,66,18.26,2849,6.26,2023
Telangana,Wheat,Loamy,Urea,65,20,74,99,24.02,3201,6.62,2005
Haryana,Groundnut,Red Soil,NPK,125,21,97,86,29.55,1594,6.86,2006
Kerala,Rice,Loamy,NPK,34,84,97,259,25.52,5202,5.75,2000
West Bengal,Barley,Red Soil,Compost,14,23,154,239,28.69,2968,7.83,2005
Karnataka,Groundnut,Red Soil,Organic,129,12,135,267,35.5,1884,6.44,2017
Haryana,Millets,Black Soil,NPK,30,42,98,290,36.21,1483,5.7,2012
Uttar Pradesh,Barley,Sandy,Organic,27,42,70,167,23.32,2708,6.47,2021
Karnataka,Cotton,Sandy,DAP,66,57,24,257,27.24,1256,7.0,2018
Maharashtra,Sugarcane,Red Soil,Organic,102,97,103,249,28.97,61236,6.78,2006
Andhra Pradesh,Rice,Clay,Urea,28,109,60,265,36.95,5807,7.24,2018
Maharashtra,Rice,Clay,Urea,137,104,36,254,37.93,6753,5.64,2008
Madhya Pradesh,Wheat,Loamy,NPK,106,94,83,206,22.71,3968,6.21,2002
West Bengal,Rice,Loamy,Organic,30,35,70,209,32.52,5671,7.55,2022
Bihar,Wheat,Black Soil,NPK,49,48,195,265,25.56,2445,5.7,2011
Bihar,Rice,Red Soil,Compost,76,64,40,129,18.18,3968,7.64,2019
Bihar,Maize,Loamy,Urea,136,80,21,60,18.2,3335,5.73,2023
Kerala,Maize,Loamy,NPK,64,21,55,273,27.2,2075,7.59,2017
Andhra Pradesh,Rice,Alluvial,Compost,118,83,168,183,27.76,5981,6.4,2007
Maharashtra,Maize,Red Soil,NPK,107,77,41,172,18.47,4512,7.03,2008
Andhra Pradesh,Cotton,Black Soil,Organic,121,43,169,84,31.72,1774,5.88,2012
Rajasthan,Cotton,Loamy,Organic,124,46,190,82,23.88,1474,5.67,2007
West Bengal,Barley,Black Soil,Organic,126,52,70,67,29.18,2561,6.04,2021
Andhra Pradesh,Wheat,Sandy,Organic,96,16,55,214,24.02,2490,5.82,2009
Gujarat,Soybean,Black Soil,DAP,90,100,94,62,21.35,2006,6.28,2016
Punjab,Cotton,Clay,Compost,75,93,89,251,26.14,1935,6.79,2006
Punjab,Groundnut,Clay,Compost,28,107,144,278,22.65,1565,6.97,2016
Gujarat,Pulses,Black Soil,Organic,127,22,13,139,28.68,1527,7.47,2022
Haryana,Rice,Clay,DAP,51,83,61,159,21.98,5464,7.14,2017
Odisha,Millets,Sandy,Organic,51,100,168,258,28.16,733,7.02,2023
Kerala,Rice,Red Soil,DAP,68,10,121,241,21.16,4049,6.53,2001
Haryana,Rice,Clay,Organic,29,112,45,50,31.4,4390,6.68,2002
Karnataka,Groundnut,Clay,Urea,82,47,191,112,33.05,1445,6.54,2018
Telangana,Rice,Black Soil,Urea,26,39,63,266,20.22,5528,7.61,2000
Kerala,Cotton,Sandy,NPK,36,102,128,83,27.35,1516,6.08,2020
Kerala,Barley,Red Soil,Organic,11,106,136,152,19.43,1868,5.51,2020
Karnataka,Barley,Black Soil,Compost,72,58,26,59,29.95,2621,7.13,2009
Andhra Pradesh,Groundnut,Black Soil,NPK,71,66,84,177,23.29,1640,6.01,2020
Maharashtra,Pulses,Alluvial,Urea,109,73,167,261,28.54,1460,7.73,2013
Maharashtra,Barley,Sandy,Organic,28,86,114,56,28.34,1597,7.65,2012
Punjab,Maize,Red Soil,NPK,26,20,159,105,36.45,3742,5.69,2008
Tamil Nadu,Cotton,Sandy,Organic,78,12,126,129,28.97,1675,5.77,2005
Haryana,Rice,Red Soil,Urea,126,93,52,214,29.64,5981,6.74,2005
Rajasthan,Rice,Sandy,NPK,90,100,121,206,26.03,3750,7.02,2018
West Bengal,Groundnut,Black Soil,Urea,48,94,124,61,36.94,1860,6.19,2020
Madhya Pradesh,Soybean,Black Soil,DAP,45,90,36,194,33.52,2162,7.29,2009
Uttar Pradesh,Sugarcane,Loamy,Urea,38,35,46,97,23.71,73264,6.99,2022
Maharashtra,Cotton,Clay,Organic,60,111,55,261,34.85,2086,6.31,2002
West Bengal,Rice,Alluvial,Compost,23,14,122,75,26.64,4129,5.56,2017
Uttar Pradesh,Millets,Sandy,Urea,78,60,44,161,34.54,1714,7.38,2020
West Bengal,Barley,Alluvial,Compost,66,80,141,260,34.43,2148,6.04,2018
Andhra Pradesh,Groundnut,Loamy,DAP,21,96,89,171,21.79,2010,7.59,2004
Uttar Pradesh,Barley,Clay,NPK,26,74,89,288,32.0,1852,6.55,2024
Madhya Pradesh,Soybean,Sandy,NPK,39,24,163,61,23.82,2475,6.94,2010
West Bengal,Soybean,Red Soil,Compost,97,9,130,198,23.95,2898,7.68,2009
Gujarat,Rice,Clay,NPK,108,27,156,91,23.93,4300,7.66,2016
Madhya Pradesh,Wheat,Black Soil,Urea,32,13,131,110,32.49,2776,6.43,2003
Uttar Pradesh,Wheat,Loamy,Compost,138,62,90,107,22.6,3868,6.02,2020
Madhya Pradesh,Rice,Clay,Organic,88,63,182,231,18.04,4034,7.44,2017
West Bengal,Cotton,Clay,Urea,41,97,163,83,32.28,1409,6.58,2017
Odisha,Cotton,Black Soil,Urea,18,84,159,56,21.43,1208,5.98,2000
West Bengal,Rice,Sandy,Urea,24,58,128,158,20.1,5292,7.76,2013
West Bengal,Sugarcane,Red Soil,Organic,36,50,67,84,22.76,84807,6.0,2007
Andhra Pradesh,Maize,Black Soil,DAP,118,26,72,64,25.6,3937,5.56,2001
Haryana,Groundnut,Red Soil,NPK,85,68,165,242,27.51,2007,5.55,2018
Gujarat,Wheat,Sandy,Compost,74,12,181,267,18.91,3721,7.06,2014
Rajasthan,Cotton,Clay,DAP,118,24,109,276,37.37,1654,7.15,2001
Maharashtra,Soybean,Red Soil,Compost,138,55,180,74,32.3,2258,6.28,2003
Kerala,Sugarcane,Loamy,NPK,19,82,174,283,24.46,73825,6.3,2000
Karnataka,Groundnut,Loamy,Organic,56,43,75,108,24.37,2287,6.35,2018
Haryana,Cotton,Black Soil,Urea,132,41,154,128,26.96,1752,7.2,2020
Karnataka,Maize,Sandy,Urea,68,54,177,135,30.51,3243,5.65,2009
Andhra Pradesh,Maize,Black Soil,Organic,105,38,175,183,20.94,4006,7.82,2000
Gujarat,Maize,Black Soil,DAP,112,79,94,229,21.79,3137,6.06,2019
Bihar,Groundnut,Alluvial,DAP,133,108,198,256,35.16,2248,8.0,2021
West Bengal,Groundnut,Black Soil,Compost,95,37,146,137,23.13,1718,5.93,2014
Bihar,Groundnut,Alluvial,Organic,121,35,198,198,25.6,1626,7.43,2003
Bihar,Cotton,Loamy,DAP,36,58,153,120,35.39,1610,6.06,2006
Telangana,Maize,Loamy,Organic,27,48,132,170,31.24,3268,5.7,2006
Punjab,Barley,Black Soil,NPK,91,38,11,142,24.83,2681,7.69,2021
Bihar,Maize,Loamy,Urea,81,118,115,145,31.65,3367,7.65,2024
Maharashtra,Sugarcane,Sandy,Urea,63,75,117,81,18.41,78598,6.51,2017
Odisha,Wheat,Alluvial,Urea,80,117,81,102,32.69,3632,7.26,2012
Punjab,Maize,Alluvial,Organic,47,66,180,108,27.73,3888,6.89,2009
Andhra Pradesh,Wheat,Black Soil,Organic,44,27,135,118,34.23,2401,7.63,2023
Kerala,Rice,Loamy,Compost,91,50,179,239,37.06,6357,6.29,2007
Haryana,Rice,Red Soil,Urea,13,60,66,181,36.48,4684,6.81,2009
Odisha,Cotton,Alluvial,Compost,32,11,90,135,36.15,1836,6.71,2013
Madhya Pradesh,Wheat,Black Soil,Urea,57,93,167,67,28.23,3397,6.38,2013
Uttar Pradesh,Pulses,Black Soil,Compost,134,65,150,276,25.2,726,7.73,2019
Telangana,Groundnut,Sandy,Compost,64,7,28,130,27.29,1184,5.91,2021
Odisha,Cotton,Clay,NPK,77,42,16,291,31.78,2080,5.87,2010
Rajasthan,Wheat,Clay,Compost,97,88,146,163,35.65,3073,6.94,2005
Bihar,Sugarcane,Alluvial,Organic,10,38,63,233,22.15,78875,7.14,2020
Andhra Pradesh,Rice,Sandy,Compost,104,117,113,73,36.33,4563,5.99,2000
Tamil Nadu,Maize,Sandy,Urea,115,48,95,115,34.27,3023,6.48,2018
Uttar Pradesh,Cotton,Sandy,Compost,117,112,91,190,37.54,1393,7.87,2006
Karnataka,Maize,Alluvial,DAP,51,34,70,111,35.57,3537,6.12,2023
Maharashtra,Wheat,Clay,Urea,111,21,96,103,23.6,2776,7.17,2017
Karnataka,Barley,Sandy,DAP,133,63,11,192,20.13,3351,7.35,2002
Odisha,Maize,Loamy,Urea,112,14,187,246,20.26,3167,6.62,2019
Kerala,Cotton,Black Soil,Organic,83,103,40,180,23.83,1907,7.84,2010
Karnataka,Soybean,Black Soil,Organic,117,88,42,86,30.27,1782,7.34,2004
Rajasthan,Soybean,Red Soil,Organic,131,22,89,86,34.06,1931,6.64,2018
Andhra Pradesh,Wheat,Red Soil,DAP,26,49,20,278,35.95,3062,6.92,2020
Madhya Pradesh,Groundnut,Alluvial,NPK,80,112,170,180,30.46,1868,7.23,2023
Kerala,Maize,Alluvial,Urea,71,95,137,240,18.13,2465,6.98,2023
Haryana,Rice,Black Soil,Organic,50,63,144,84,21.74,5283,7.7,2001
Maharashtra,Groundnut,Loamy,Urea,128,66,137,229,20.01,1642,6.39,2021
