Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","kg/ha","18232.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","26091000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","ha","1624000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","kg/ha","16404.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","26641000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","1941000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","16325.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","31687000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","ha","1740000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","17360.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","30208000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","ha","1540642","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","15751","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","24266712","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2015","2015","ha","275000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2015","2015","kg/ha","15378.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2015","2015","t","4229000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2016","2016","ha","243762","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2016","2016","kg/ha","14227.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2016","2016","t","3468137","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2017","2017","ha","191232","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2017","2017","kg/ha","16782.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2017","2017","t","3209401","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2018","2018","ha","184617","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2018","2018","kg/ha","17689.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2018","2018","t","3265833.72","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2019","2019","ha","187076","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2019","2019","kg/ha","17459.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2019","2019","t","3266171","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2020","2020","ha","217429","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2020","2020","kg/ha","18581.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2020","2020","t","4040126.25","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2021","2021","ha","216528","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2021","2021","kg/ha","18417.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2021","2021","t","3987913","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2022","2022","ha","228000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2022","2022","kg/ha","17083.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2022","2022","t","3895000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2023","2023","ha","231000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2023","2023","kg/ha","17000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2023","2023","t","3927000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01323","Oranges","2024","2024","ha","240170","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2024","2024","kg/ha","16038","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2024","2024","t","3851837","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2015","2015","ha","218000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2015","2015","kg/ha","10110.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2015","2015","t","2204000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2016","2016","ha","232155","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2016","2016","kg/ha","10055","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2016","2016","t","2334318.16","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2017","2017","ha","198008","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2017","2017","kg/ha","10160.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2017","2017","t","2011899.55","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2018","2018","ha","227784","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2018","2018","kg/ha","9996.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2018","2018","t","2276946.44","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2019","2019","ha","236367","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2019","2019","kg/ha","9965.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2019","2019","t","2355606.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","239288","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2020","2020","kg/ha","9482.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2020","2020","t","2269063.61","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2021","2021","ha","260950","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2021","2021","kg/ha","9943.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2021","2021","t","2594676.22","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","299717","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","9094.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2022","2022","t","2725855","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2023","2023","ha","308819","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","9167.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2023","2023","t","2831175","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01241.90","Other beans, green","2024","2024","ha","310811","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","9322.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2024","2024","t","2897509","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","ha","306","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","kg/ha","7192.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","t","2200.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","ha","312","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","kg/ha","6863.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","t","2144.06","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","ha","316","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","kg/ha","7057","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","t","2232.59","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","ha","320","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","kg/ha","7175.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","t","2295.31","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","ha","325","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","kg/ha","6844.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","t","2223.99","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","ha","327","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","kg/ha","6995.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","t","2288.69","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","ha","324","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","kg/ha","7004.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","t","2269.33","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","ha","325","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","kg/ha","6948","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","t","2260.67","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","ha","326","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","kg/ha","6982.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","t","2272.89","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","ha","325","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","kg/ha","6978.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","t","2267.63","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2015","2015","ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2015","2015","kg/ha","13025","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2015","2015","t","781500","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2016","2016","ha","98948","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2016","2016","kg/ha","11839.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2016","2016","t","1171500","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2017","2017","ha","136000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2017","2017","kg/ha","10352.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2017","2017","t","1408000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2018","2018","ha","103000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","kg/ha","10000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2018","2018","t","1030000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2019","2019","ha","112000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","kg/ha","9125","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2019","2019","t","1022000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","67000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","kg/ha","6089.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","408000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2021","2021","ha","77000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","kg/ha","6350.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2021","2021","t","489000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2022","2022","ha","103000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2022","2022","kg/ha","7592.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","782000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2023","2023","ha","97000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","7350.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","713000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2024","2024","ha","92579","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2024","2024","kg/ha","8523","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2024","2024","t","789051","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2015","2015","ha","835000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2015","2015","kg/ha","10476.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2015","2015","t","8748000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2016","2016","ha","806464","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2016","2016","kg/ha","10164.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2016","2016","t","8197527.81","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2017","2017","ha","820848","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2017","2017","kg/ha","10690.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2017","2017","t","8775120.48","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2018","2018","ha","861010","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2018","2018","kg/ha","10130.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2018","2018","t","8722078.18","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2019","2019","ha","881310","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2019","2019","kg/ha","10193.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2019","2019","t","8983499.66","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","942934","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","10346.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","9756278.25","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2021","2021","ha","982463","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","10340.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2021","2021","t","10159074.01","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","988196","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","11549.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","11413041.77","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2023","2023","ha","956611","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","12043.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2023","2023","t","11520515.89","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01359.90","Other fruits, n.e.c.","2024","2024","ha","1010650","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2024","2024","kg/ha","11817.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","11943809.98","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2015","2015","ha","252000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2015","2015","kg/ha","293.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2015","2015","t","74000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2016","2016","ha","281133","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2016","2016","kg/ha","302.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2016","2016","t","85000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2017","2017","ha","226417","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2017","2017","kg/ha","309.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2017","2017","t","70000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2018","2018","ha","202686","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2018","2018","kg/ha","310.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2018","2018","t","63000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2019","2019","ha","134877","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2019","2019","kg/ha","311.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2019","2019","t","42000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","131578","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2020","2020","kg/ha","311.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2020","2020","t","41000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2021","2021","ha","134569","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2021","2021","kg/ha","312.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2021","2021","t","42000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","108712","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","312.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2022","2022","t","34000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2023","2023","ha","92540","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","313.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2023","2023","t","29000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2024","2024","ha","85986","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2024","2024","kg/ha","314","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2024","2024","t","27000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2015","2015","ha","737000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2015","2015","kg/ha","1753.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2015","2015","t","1292000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2016","2016","ha","768000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2016","2016","kg/ha","1989.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2016","2016","t","1528000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","ha","526000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","kg/ha","3026.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","t","1592000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","ha","836000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","kg/ha","1631.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","t","1364000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2019","2019","ha","824000","A","Official value",""
