Year,State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
2010,Uttarakhand,Gram,Rabi,728.0,1419.0,120928.08,174.72,0.67
2005,Bihar,Turmeric,Whole Year,3515.0,907.8,421518.8,738.15,0.975
2007,Meghalaya,Cotton(lint),Kharif,7186.0,4702.0,958612.4,1149.76,0.896667
2014,Himachal Pradesh,Barley,Rabi,20374.0,1019.9,3075659.04,6723.42,1.818182
2016,Haryana,Moong(Green Gram),Kharif,15800.0,554.7,2421350.0,5530.0,0.686
2016,Tamil Nadu,Moong(Green Gram),Kharif,28751.0,912.4,4406090.75,10062.85,0.764231
2018,Maharashtra,Bajra,Kharif,609587.4,1387.4,98875076.28,213355.59,0.408
2011,Tamil Nadu,Castor seed,Whole Year,6202.0,926.5,1038959.04,2046.66,0.767407
2004,Jammu and Kashmir,Barley,Rabi,9860.0,1032.1,1068232.4,2070.6,0.584
2009,Madhya Pradesh,Banana,Whole Year,8040.0,904.1,1252792.8,1366.8,44.356923
2013,Arunachal Pradesh,Dry chillies,Whole Year,2491.0,2042.9,359924.59,672.57,3.71
2000,Chhattisgarh,Wheat,Rabi,77844.0,896.4,7641945.48,20239.44,1.214375
2007,Assam,Mustard,Rabi,1272247.38,2424.8,286759.4,3779.08,1.387572
2007,Maharashtra,Soyabean,Kharif,2663600.0,1257.2,355324240.0,426176.0,1.4975
2017,Arunachal Pradesh,Turmeric,Whole Year,810.0,2745.5,127526.4,307.8,4.398
2013,Bihar,Urad,Kharif,15503.0,1069.9,2240028.47,4185.81,0.918387
2004,Uttarakhand,Horse-gram,Kharif,8575.0,1219.6,929015.5,1800.75,0.724545
2008,Mizoram,Rice,Kharif,51859.0,1912.1,7417911.36,4667.31,1.20625
2008,Tripura,Rice,Kharif,242966.0,1827.8,34753856.64,21866.94,2.525
2018,Goa,Rice,Kharif,25841.0,4406.0,4191410.2,9044.35,2.72
2003,Karnataka,Garlic,Whole Year,3970.0,867.6,392950.6,952.8,1.331765
2018,Tamil Nadu,Tapioca,Whole Year,75644.0,986.2,12269456.8,26475.4,34.88069
2004,Gujarat,Sesamum,Kharif,371900.0,719.8,40291646.0,78099.0,0.324091
2009,Gujarat,Jowar,Kharif,111800.0,618.0,17420676.0,19006.0,0.996818
2018,Sikkim,Other Cereals,Kharif,2996.0,3350.1,485951.2,1048.6,0.97
2010,Punjab,Moong(Green Gram),Kharif,7800.0,392.7,1295658.0,1872.0,0.861667
2006,Jammu and Kashmir,other oilseeds,Kharif,33.0,1786.5,4214.43,7.26,0.415
2015,Delhi,Rice,Kharif,5884.0,757.7,929142.44,1941.72,2.86
2016,Andhra Pradesh,Coconut,Whole Year,102548.0,890.0,15715481.0,35891.8,13934.1225
2006,Manipur,Dry chillies,Whole Year,8910.0,1533.6,1137896.1,1960.2,0.605556
2012,Uttarakhand,Soyabean,Kharif,9067.0,1309.8,1367303.6,2810.77,1.275
2014,Goa,Black pepper,Whole Year,764.0,3491.2,115333.44,252.12,0.32
2004,Rajasthan,Sesamum,Kharif,16796.9,252.9,3474.17,94.21,0.500544
2006,Uttarakhand,Groundnut,Kharif,1749.0,1178.9,223364.79,384.78,1.008
2007,West Bengal,Ginger,Kharif,10867.0,2007.5,1449657.8,1738.72,1.799444
2006,Haryana,Cotton(lint),Kharif,527693.0,329.3,67391673.03,116092.46,1.556316
2005,Puducherry,Black pepper,Whole Year,12.0,1434.6,1439.04,2.52,0.58
2008,West Bengal,Mesta,Kharif,7908.0,1560.1,1131160.32,711.72,8.777
2009,Uttar Pradesh,Rice,Kharif,5148046.0,585.8,802168527.7,875167.82,2.009718
2009,Andhra Pradesh,Sesamum,Kharif,47184.0,711.0,7352210.88,8021.28,0.200952
2009,West Bengal,Barley,Rabi,1749.0,1317.2,272529.18,297.33,1.45
2006,Assam,Urad,Rabi,37079.0,1774.9,4735359.09,8157.38,0.507778
2014,Haryana,Castor seed,Kharif,500.0,301.3,75480.0,165.0,0.89
2010,Jammu and Kashmir,Dry chillies,Kharif,551.0,1352.0,91526.61,132.24,0.992
2017,Himachal Pradesh,Gram,Rabi,358.0,1182.2,56363.52,136.04,1.027778
2017,Tamil Nadu,Other Kharif pulses,Kharif,29294.0,970.9,4612047.36,11131.72,0.671818
2019,Uttar Pradesh,Turmeric,Rabi,1894.0,814.5,325313.44,700.78,1.305
2005,Himachal Pradesh,Other Kharif pulses,Kharif,6357.0,1248.1,762331.44,1334.97,0.793333
2002,Assam,Banana,Whole Year,42631.0,1973.6,4035876.77,10657.75,13.776522
2013,Nagaland,Maize,Kharif,63570.0,1350.9,9185229.3,17163.9,1.97
2017,Kerala,Rubber,Whole Year,12713.51,2267.7,2661.31,162.96,1.607506
2016,Madhya Pradesh,Garlic,Whole Year,156880.15,1048.4,24041882.99,54908.05,11.132
2018,Gujarat,Guar seed,Whole Year,134104.0,1125.4,21751668.8,46936.4,0.6435
2003,Kerala,Black pepper,Whole Year,216440.0,2386.0,21423231.2,51945.6,0.222857
2004,Bihar,Wheat,Rabi,2027643.0,1147.8,219674842.6,425805.03,1.569474
2001,Tripura,Rice,Kharif,246750.0,2284.4,25200577.5,64155.0,2.28
2007,Gujarat,Rice,Kharif,726000.0,1021.6,96848400.0,116160.0,1.8325
2011,Nagaland,Linseed,Rabi,5740.0,1544.4,961564.8,1894.2,0.808182
2012,Andhra Pradesh,Wheat,Rabi,8000.0,968.7,1206400.0,2480.0,1.25
2006,Andhra Pradesh,Safflower,Rabi,14302.0,845.2,1826508.42,3146.44,0.50125
2001,Andhra Pradesh,Gram,Kharif,91.0,928.4,9293.83,23.66,1.092857
2007,Bihar,Mango,Whole Year,103755.36,1324.8,11299.09,319.32,6.349475
2001,Haryana,Moth,Kharif,1847.0,483.8,188634.11,480.22,0.04625
2017,Maharashtra,Other Kharif pulses,Kharif,81536.0,1129.5,12837027.84,30983.68,0.345714
2018,Meghalaya,Coriander,Whole Year,486.0,5649.1,78829.2,170.1,3.74
2005,Uttar Pradesh,Potato,Rabi,445197.0,751.9,53388024.24,93491.37,22.264429
2005,Odisha,Rice,Autumn,781000.0,1503.4,93657520.0,164010.0,1.016429
2009,Karnataka,Banana,Whole Year,63981.0,1321.0,9969519.42,10876.77,21.92
2013,Assam,Small millets,Kharif,5444.0,1797.7,786603.56,1469.88,0.6456
2017,Telangana,Sunflower,Kharif,411.0,815.7,64707.84,156.18,1.98
2003,Punjab,Cotton(lint),Kharif,452000.0,451.7,44738960.0,108480.0,2.736
2011,Manipur,Gram,Rabi,610.0,1533.6,102187.2,201.3,0.847778
2014,Assam,Potato,Whole Year,104521.0,1899.0,15778490.16,34491.93,7.653704
2017,Tripura,Masoor,Rabi,2892.0,3326.8,455316.48,1098.96,0.70875
2020,Haryana,Mustard,Rabi,1003565.83,467.3,114323.55,11797.12,1.685243
2017,Rajasthan,Jowar,Kharif,842234.08,512.9,161938.6,11231.8,1.463929
2005,Jammu and Kashmir,Dry chillies,Kharif,996.0,1721.8,119440.32,209.16,0.94875
2008,Bihar,Moong(Green Gram),Kharif,8587.0,1197.7,1228284.48,772.83,0.674412
2001,Delhi,Maize,Kharif,53.0,611.9,5412.89,13.78,1.79
2009,Tripura,Mesta,Kharif,779.0,2004.2,121383.78,132.43,7.285
2007,Kerala,Cardamom,Whole Year,39763.0,3489.6,5304384.2,6362.08,0.047273
2016,Odisha,Wheat,Summer,57.0,1460.5,8735.25,19.95,0.95
2013,Bihar,Jowar,Kharif,1233.0,1069.9,178156.17,332.91,1.068889
2004,Jammu and Kashmir,Other Kharif pulses,Kharif,2989.0,1032.1,323828.26,627.69,0.508889
2001,Mizoram,Arhar/Tur,Kharif,53.0,2406.4,5412.89,13.78,0.92
2016,Chhattisgarh,Dry chillies,Whole Year,6776.0,1298.9,1038422.0,2371.6,0.645556
2019,Madhya Pradesh,Cotton(lint),Kharif,650305.0,1446.7,111696386.8,240612.85,0.826667
2004,Goa,Coconut,Whole Year,25160.0,2518.0,2725834.4,5283.6,4909.375
2009,Assam,Tapioca,Whole Year,3205.0,1727.1,499403.1,544.85,4.463077
2014,Uttar Pradesh,Sugarcane,Kharif,2228261.0,616.4,336378280.6,735326.13,59.215333
2010,Andhra Pradesh,Arhar/Tur,Kharif,629980.0,1297.0,104645977.8,151195.2,0.466364
2010,Bihar,Tobacco,Whole Year,9377.0,629.2,1557613.47,2250.48,1.802727
2012,Tripura,Masoor,Rabi,475.0,1882.2,71630.0,147.25,0.725
2006,Uttar Pradesh,Guar seed,Whole Year,2494.0,590.5,318508.74,548.68,0.842069
2015,Karnataka,Mesta,Whole Year,766.0,1024.9,120959.06,252.78,1.335
2015,Meghalaya,Turmeric,Whole Year,2577.0,3870.8,406934.07,850.41,6.138182
2006,Punjab,Moong(Green Gram),Kharif,12300.0,569.6,1570833.0,2706.0,0.904545
2004,Goa,Cashewnut,Whole Year,54858.0,2518.0,5943315.72,11520.18,0.465
2009,Uttar Pradesh,Garlic,Rabi,34465.0,585.8,5370336.3,5859.05,5.293286
2020,Uttar Pradesh,Moong,Kharif,31934.92,984.0,6856.73,337.0,0.834949
2017,Manipur,Masoor,Rabi,723.0,1780.0,113829.12,274.74,0.923333
2013,Arunachal Pradesh,Sugarcane,Whole Year,1561.0,2042.9,225548.89,421.47,19.873333
2012,Meghalaya,Sesamum,Kharif,2200.0,2945.3,331760.0,682.0,0.931667
2006,Andhra Pradesh,Banana,Whole Year,50286.0,845.2,6422025.06,11062.92,26.198095
2010,Manipur,Soyabean,Kharif,4675.0,2160.5,776564.25,1122.0,0.758889
2007,Telangana,Sugarcane,Whole Year,1073385.71,876.1,118534.2,6586.08,68.789053
2003,Haryana,Horse-gram,Kharif,4336.0,592.3,429177.28,1040.64,0.088
2009,Uttar Pradesh,Wheat,Rabi,9668152.0,585.8,1506491445.0,1643585.84,2.809155
2004,Meghalaya,Mesta,Kharif,4195.0,4767.9,454486.3,880.95,4.543333
2020,Telangana,Jowar,Kharif,1477644.38,854.9,165287.5,7658.78,1.541785
2010,Uttarakhand,Turmeric,Whole Year,191.0,1419.0,31727.01,45.84,2.015714
2002,Telangana,Arhar/Tur,Kharif,490684.75,1033.1,74234.21,2406.08,0.760891
2009,Karnataka,Tobacco,Whole Year,118168.0,1321.0,18412937.76,20088.56,0.799412
2004,Bihar,Coriander,Whole Year,2078.0,1147.8,225130.52,436.38,0.644375
2006,Meghalaya,Castor seed,Rabi,33.0,2454.7,4214.43,7.26,0.693333
2013,West Bengal,Tobacco,Whole Year,12570.0,1939.9,1816239.3,3393.9,1.1625
2015,Jharkhand,Wheat,Rabi,71027.0,1085.6,11215873.57,23438.91,1.456667
2005,Gujarat,Tobacco,Whole Year,65100.0,942.4,7806792.0,13671.0,1.41
2017,Madhya Pradesh,Jute,Kharif,5970.0,800.0,939916.8,2268.6,1.358
2010,Bihar,Castor seed,Kharif,173.0,629.2,28737.03,41.52,0.98
2018,Jharkhand,Moong(Green Gram),Kharif,30365.0,1222.7,4925203.0,10627.75,0.734167
2011,Telangana,Turmeric,Kharif,23655.03,829.9,5604.88,246.44,5.013926
2019,Haryana,Cotton(lint),Kharif,723000.0,351.8,124182480.0,267510.0,3.106875
2008,Tamil Nadu,Arhar/Tur,Whole Year,27483.0,1201.9,3931168.32,2473.47,0.606923
2010,Madhya Pradesh,Peas & beans (Pulses),Rabi,247181.0,856.3,41059235.91,59323.44,0.312708
2003,Tamil Nadu,Arhar/Tur,Kharif,44914.0,345.6,4445587.72,10779.36,0.6396
2011,Madhya Pradesh,Peas & beans (Pulses),Rabi,231468.0,852.6,38775519.36,76384.44,0.366735
2007,Chhattisgarh,Cotton(lint),Kharif,50.0,1246.2,6670.0,8.0,1.15
2012,Nagaland,Barley,Rabi,500.0,1296.6,75400.0,155.0,0.981818
2017,Karnataka,Sunflower,Kharif,111388.0,1111.7,17536926.72,42327.44,0.952174
2009,Manipur,Soyabean,Kharif,565.0,992.5,88038.3,96.05,0.543333
2016,Jammu and Kashmir,Linseed,Rabi,122.0,902.8,18696.5,42.7,0.523333
2006,Jammu and Kashmir,Other Kharif pulses,Kharif,4280.0,1786.5,546598.8,941.6,0.591818
2013,Nagaland,Rice,Kharif,185670.0,1350.9,26827458.3,50130.9,2.203636
2016,Bihar,Ragi,Kharif,4777.0,1205.6,732075.25,1671.95,0.756
2015,Maharashtra,Groundnut,Kharif,224500.0,875.7,35450795.0,74085.0,0.627143
2013,Uttar Pradesh,Onion,Rabi,12232.0,995.2,1767401.68,3302.64,20.336267
2000,Jammu and Kashmir,Dry chillies,Whole Year,1000.0,989.5,98170.0,260.0,0.92
2014,West Bengal,Barley,Rabi,2462.0,1483.5,371663.52,812.46,1.42
2003,Bihar,Ginger,Kharif,350.0,1353.9,34643.0,84.0,1.493333
2010,Himachal Pradesh,Cotton(lint),Kharif,8.0,1319.8,1328.88,1.92,1.355
2018,Madhya Pradesh,Rice,Kharif,2794020.0,1102.2,453190044.0,977907.0,1.444902
2011,Puducherry,Jowar,Summer,1.0,1434.6,167.52,0.33,2.0
2000,Madhya Pradesh,Rapeseed &Mustard,Rabi,417539.0,723.3,40989803.63,108560.14,0.468222
2015,Karnataka,Castor seed,Kharif,9347.0,1024.9,1475984.77,3084.51,0.514
2019,Goa,Other  Rabi pulses,Rabi,4397.0,4489.5,755228.72,1626.89,0.88
2013,Assam,Peas & beans (Pulses),Rabi,31246.0,1797.7,4514734.54,8436.42,0.819259
2015,Nagaland,Other Kharif pulses,Kharif,10480.0,1308.3,1654896.8,3458.4,1.199
2013,Gujarat,Mango,Whole Year,273411.56,599.2,47829.78,1961.7,7.051815
2001,Meghalaya,Ginger,Kharif,8897.0,4241.0,908650.61,2313.22,5.837143
2013,Himachal Pradesh,Coriander,Rabi,144.0,1216.9,20806.56,38.88,0.294286
2004,Bihar,Safflower,Rabi,215.0,1147.8,23293.1,45.15,0.834286
2015,Meghalaya,Sugarcane,Whole Year,117.0,3870.8,18475.47,38.61,2.7475
2012,Jharkhand,Arhar/Tur,Rabi,18850.0,1102.0,2842580.0,5843.5,1.7475
2008,Uttar Pradesh,Linseed,Rabi,30961.0,891.6,4428661.44,2786.49,0.443333
2007,Chhattisgarh,Safflower,Rabi,512.0,1246.2,68300.8,81.92,0.26
2019,Puducherry,Other  Rabi pulses,Rabi,53.0,1317.0,9103.28,19.61,0.79
2012,Andhra Pradesh,Sunflower,Kharif,19000.0,968.7,2865200.0,5890.0,0.763333
2020,Haryana,Barley,Rabi,23200.53,928.7,6510.12,123.82,2.748068
2002,Arunachal Pradesh,Rice,Kharif,124584.0,2832.8,11794367.28,31146.0,1.182667
2007,Puducherry,Coriander,Rabi,4.0,1434.6,533.6,0.64,0.5
2013,Arunachal Pradesh,Turmeric,Whole Year,654.0,2042.9,94496.46,176.58,4.76875
2011,West Bengal,Cotton(lint),Kharif,143.0,1686.5,23955.36,47.19,2.93
2010,Jammu and Kashmir,Garlic,Kharif,41.0,1352.0,6810.51,9.84,0.755
2007,Andhra Pradesh,Small millets,Kharif,35000.0,1004.2,4669000.0,5600.0,0.727143
2004,Uttar Pradesh,Maize,Kharif,841751.0,704.0,91195303.34,176767.71,1.431143
2010,Manipur,Rapeseed &Mustard,Rabi,26750.0,2160.5,4443442.5,6420.0,0.79
2001,Andhra Pradesh,Cashewnut,Whole Year,147370.0,928.4,15050898.1,38316.2,0.236
2014,Madhya Pradesh,Wheat,Rabi,5999000.0,891.2,905609040.0,1979670.0,2.904706
2004,Uttar Pradesh,Garlic,Whole Year,32348.0,704.0,3504582.32,6793.08,4.241765
2005,Chhattisgarh,Sweet potato,Whole Year,2700.0,1292.7,323784.0,567.0,5.54375
2019,Jharkhand,Ragi,Kharif,14584.0,1137.8,2504947.84,5396.08,0.879444
2020,Maharashtra,Sugarcane,Whole Year,840011.34,2280.0,157250.45,9610.19,72.795669
2015,Meghalaya,Ginger,Kharif,9911.0,3870.8,1565046.01,3270.63,9.690909
2015,Haryana,Bajra,Kharif,370000.0,426.8,58426700.0,122100.0,1.787647
2014,Telangana,Moong(Green Gram),Kharif,69848.0,746.4,10544254.08,23049.84,0.47
2013,Tamil Nadu,Castor seed,Kharif,6377.0,740.9,921412.73,1721.79,0.35
2016,Nagaland,Mesta,Kharif,1880.0,1959.8,288110.0,658.0,1.098182
2013,Gujarat,Moth,Kharif,30887.0,1006.5,4462862.63,8339.49,0.522222
2020,Karnataka,Cardamom,Whole Year,23260.58,1225.4,3540.82,85.33,0.347023
2010,Rajasthan,Wheat,Rabi,4123532.76,687.7,750685.45,13377.52,3.768459
2002,West Bengal,Groundnut,Kharif,1368.0,1629.1,129508.56,342.0,1.1625
2006,Meghalaya,Dry chillies,Rabi,1870.0,2454.7,238817.7,411.4,0.958571
2008,Haryana,Gram,Rabi,123563.0,715.6,17674451.52,11120.67,0.617
2013,Maharashtra,Onion,Rabi,97169.98,2972.3,22254.64,1074.0,18.324933
2018,Uttar Pradesh,Jowar,Kharif,147490.0,792.8,23922878.0,51621.5,1.185
2015,Maharashtra,Arhar/Tur,Kharif,1236900.0,875.7,195318879.0,408177.0,0.341471
2000,Bihar,Peas & beans (Pulses),Rabi,25712.0,1207.0,2524147.04,6685.12,0.95
2008,Uttar Pradesh,Coriander,Rabi,5662.0,891.6,809892.48,509.58,0.610794
2011,Meghalaya,Sugarcane,Whole Year,74.0,4083.1,12396.48,24.42,2.444
2000,Assam,Maize,Kharif,20241.0,1965.5,1987058.97,5262.66,0.605652
2010,Bihar,Other Kharif pulses,Kharif,2454.0,629.2,407633.94,588.96,0.734
2001,Assam,Potato,Whole Year,80056.0,1824.7,8176119.28,20814.56,7.35087
2004,Assam,Jute,Kharif,57981.0,2536.9,6281661.54,12176.01,7.193043
2013,Puducherry,Ragi,Kharif,19.0,1083.2,2745.31,5.13,1.89
2014,Bihar,Peas & beans (Pulses),Rabi,17142.0,1061.0,2587756.32,5656.86,0.989459
2007,Himachal Pradesh,Peas & beans (Pulses),Kharif,10051.0,1095.4,1340803.4,1608.16,1.791818
2000,Assam,Mesta,Kharif,5049.0,1965.5,495660.33,1312.74,4.657368
2007,Puducherry,Cotton(lint),Summer,66.0,1434.6,8804.4,10.56,0.615
2018,Punjab,Guar seed,Kharif,20400.0,585.5,3308880.0,7140.0,1.086667
2002,Tamil Nadu,Garlic,Whole Year,565.0,315.9,53488.55,141.25,5.69
2002,Delhi,Barley,Kharif,85.0,593.6,8046.95,21.25,0.48
2016,Uttarakhand,Rapeseed &Mustard,Rabi,13503.0,1580.9,2069334.75,4726.05,0.738462
2017,Puducherry,Rice,Kharif,4325.0,1582.4,680928.0,1643.5,3.256667
2006,Rajasthan,Mustard,Rabi,1494811.2,503.4,188008.05,1912.21,1.243182
2001,Odisha,Other Kharif pulses,Kharif,21440.0,1672.5,2189667.2,5574.4,0.47125
2001,Meghalaya,Rice,Kharif,107761.0,4241.0,11005630.93,28017.86,1.751429
2013,Nagaland,Mesta,Kharif,1830.0,1350.9,264416.7,494.1,1.106364
2001,Bihar,Other  Rabi pulses,Rabi,7142.0,1247.0,729412.46,1856.92,0.708182
2017,Uttarakhand,Other Cereals,Kharif,581.0,1475.8,91472.64,220.78,0.571667
2019,Bihar,Ginger,Whole Year,381.0,1194.7,65440.56,140.97,1.888889
2007,Gujarat,Gram,Rabi,214800.0,1021.6,28654320.0,34368.0,0.9536
2009,Nagaland,Sugarcane,Kharif,5090.0,1225.9,793123.8,865.3,30.022727
2011,Himachal Pradesh,Ginger,Kharif,2103.0,1108.3,352294.56,693.99,1.825
2005,Mizoram,Tapioca,Kharif,300.0,2075.4,35976.0,63.0,6.346667
2013,Himachal Pradesh,Wheat,Rabi,415665.0,1216.9,60059435.85,112229.55,0.786667
2005,Maharashtra,Linseed,Rabi,65000.0,1387.2,7794800.0,13650.0,0.366
2019,Chhattisgarh,Arhar/Tur,Kharif,35774.0,1420.3,6144542.24,13236.38,0.585714
2016,Kerala,Tapioca,Whole Year,68664.0,2924.3,10522758.0,24032.4,36.889286
2018,Manipur,Rapeseed &Mustard,Rabi,29530.0,1196.9,4789766.0,10335.5,0.845556
2017,Telangana,Cowpea(Lobia),Kharif,1524.0,815.7,239938.56,579.12,0.985625
2006,Uttarakhand,Urad,Kharif,10941.0,1178.9,1397275.11,2407.02,0.634615
2008,Nagaland,Potato,Kharif,2910.0,1540.9,416246.4,261.9,12.382727
2017,Sikkim,Soyabean,Kharif,3071.0,2873.6,483498.24,1166.98,0.9525
2018,Uttarakhand,Maize,Kharif,21266.0,1373.0,3449345.2,7443.1,1.77
2012,Assam,Tobacco,Whole Year,278.0,2167.5,41922.4,86.18,0.589524
2010,Jammu and Kashmir,Onion,Kharif,187.0,1352.0,31062.57,44.88,0.984286
2018,Odisha,Mustard,Rabi,1219308.71,1400.6,191447.98,13537.11,1.508636
2001,Maharashtra,Linseed,Rabi,68700.0,1035.8,7016331.0,17862.0,0.338889
2018,Andhra Pradesh,Tobacco,Kharif,24635.0,1220.5,3995797.0,8622.25,57.1205
2018,Tamil Nadu,Urad,Kharif,44495.0,986.2,7217089.0,15573.25,0.777
2009,Mizoram,Sugarcane,Whole Year,1434.0,2086.3,223445.88,243.78,8.42375
2003,Andhra Pradesh,Sweet potato,Whole Year,1263.0,826.0,125011.74,303.12,7.32
2012,Tripura,Groundnut,Kharif,232.0,1882.2,34985.6,71.92,1.13125
2018,Tripura,Cowpea(Lobia),Kharif,4145.0,2169.1,672319.0,1450.75,0.765
2010,Madhya Pradesh,Gram,Rabi,2882264.0,856.3,478772873.0,691743.36,0.781
2012,Chhattisgarh,Tobacco,Whole Year,18.0,1366.8,2714.4,5.58,1.2075
2002,Bihar,Turmeric,Whole Year,2927.0,1105.8,277099.09,731.75,0.99381
2018,Bihar,Safflower,Rabi,88.0,1521.4,14273.6,30.8,0.81
2010,Sikkim,Barley,Rabi,640.0,2527.0,106310.4,153.6,0.975
2011,Maharashtra,Sesamum,Kharif,42300.0,1174.1,7086096.0,13959.0,0.386452
2018,Madhya Pradesh,Urad,Kharif,2436898.0,1102.2,395264855.6,852914.3,0.448627
2019,Jammu and Kashmir,Urad,Kharif,8315.0,1324.1,1428184.4,3076.55,0.370909
2016,West Bengal,Rice,Autumn,247978.0,1795.8,38002628.5,86792.3,2.49381
2008,Punjab,Rapeseed &Mustard,Rabi,27000.0,691.3,3862080.0,2430.0,1.16125
2015,Telangana,Horse-gram,Kharif,510.0,747.9,80534.1,168.3,0.22
2017,Chhattisgarh,Gram,Rabi,335025.0,1124.5,52746336.0,127309.5,0.9324
2018,Mizoram,Other  Rabi pulses,Rabi,1475.0,1665.2,239245.0,516.25,1.6025
2004,Rajasthan,Bajra,Kharif,1747409.64,506.6,353771.34,9793.94,1.210276
2010,Sikkim,Wheat,Rabi,2650.0,2527.0,440191.5,636.0,1.03
2014,Assam,Tobacco,Whole Year,261.0,1899.0,39400.56,86.13,0.6835
2003,Andhra Pradesh,Coriander,Whole Year,48644.0,826.0,4814783.12,11674.56,0.405294
2014,Karnataka,Castor seed,Kharif,11913.0,1238.5,1798386.48,3931.29,0.616364
2001,Uttar Pradesh,Potato,Whole Year,388552.0,849.9,39682815.76,101023.52,23.168406
2019,Punjab,Rice,Kharif,3142000.0,653.2,539669920.0,1162540.0,3.930909
2018,Karnataka,Rapeseed &Mustard,Kharif,3172.0,1419.1,514498.4,1110.2,0.13
2012,Madhya Pradesh,Other  Rabi pulses,Rabi,4502.0,1049.5,678901.6,1395.62,0.314348
2003,Tamil Nadu,Small millets,Kharif,68609.0,345.6,6790918.82,16466.16,2.611154
2010,Meghalaya,Jute,Kharif,3881.0,3119.7,644672.91,931.44,6.72
2006,Uttarakhand,Wheat,Rabi,377870.0,1178.9,48257777.7,83131.4,1.760769
2005,Tripura,Jute,Kharif,685.0,1765.9,82145.2,143.85,7.8325
2019,Nagaland,Other Kharif pulses,Kharif,11300.0,1593.0,1940888.0,4181.0,1.209
2017,Madhya Pradesh,Maize,Kharif,1316520.0,800.0,207272908.8,500277.6,2.5508
2017,Tamil Nadu,Mango,Whole Year,100213.45,864.3,21642.63,894.22,6.686718
2018,Jharkhand,Jowar,Kharif,2046.0,1222.7,331861.2,716.1,0.622778
2012,Telangana,Rice,Kharif,1822542.74,1028.0,363272.44,8521.52,2.906219
2010,Odisha,Urad,Autumn,35912.0,1291.9,5965342.32,8618.88,0.230909
2018,Uttarakhand,Ragi,Kharif,94004.0,1373.0,15247448.8,32901.4,1.364545
2013,Maharashtra,Tobacco,Whole Year,1500.0,1409.8,216735.0,405.0,1.2
2017,Madhya Pradesh,Gram,Rabi,3590000.0,800.0,565209600.0,1364200.0,1.420196
2013,Nagaland,Jowar,Kharif,230.0,1350.9,33232.7,62.1,0.95
2001,Goa,Ragi,Kharif,315.0,2530.6,32170.95,81.9,1.0
2012,Bihar,Horse-gram,Kharif,8006.0,924.1,1207304.8,2481.86,0.97375
2014,Tamil Nadu,Castor seed,Kharif,5132.0,911.3,774726.72,1693.56,0.3575
2016,Uttar Pradesh,Cotton(lint),Kharif,5635.0,965.3,863563.75,1972.25,0.357273
2016,Assam,Potato,Whole Year,106437.0,2296.8,16311470.25,37252.95,7.258519
2019,Odisha,Ragi,Autumn,9588.0,1593.9,1646834.88,3547.56,0.620833
2003,Haryana,Moth,Kharif,10365.0,592.3,1025927.7,2487.6,0.031429
2008,Uttarakhand,Horse-gram,Kharif,9531.0,1363.7,1363314.24,857.79,0.749091
2001,Manipur,Cotton(lint),Kharif,90.0,2013.1,9191.7,23.4,0.33
2014,Uttar Pradesh,Mustard,Rabi,1078254.01,840.0,98226.03,2776.91,1.709229
2014,Punjab,Peas & beans (Pulses),Rabi,2200.0,382.7,332112.0,726.0,1.156
2014,Karnataka,Ragi,Kharif,667456.0,1238.5,100759157.8,220260.48,1.7055
2000,Delhi,Rice,Kharif,6053.0,544.3,594223.01,1573.78,1.89
2004,Chhattisgarh,Ragi,Kharif,10108.0,1122.8,1095100.72,2122.68,0.238182
2000,Punjab,Moong(Green Gram),Kharif,29500.0,405.3,2896015.0,7670.0,0.665
2012,Karnataka,Other  Rabi pulses,Rabi,4843.0,956.2,730324.4,1501.33,0.46
2002,West Bengal,Ginger,Kharif,9383.0,1629.1,888288.61,2345.75,1.698889
2007,Nagaland,Small millets,Kharif,14900.0,1769.0,1987660.0,2384.0,0.987143
2001,Delhi,Wheat,Rabi,26114.0,611.9,2667022.82,6789.64,3.51
2010,Uttarakhand,Urad,Kharif,10475.0,1419.0,1740002.25,2514.0,0.697692
2019,Gujarat,Groundnut,Kharif,1629275.0,1067.8,279844274.0,602831.75,2.647812
2012,Tamil Nadu,Turmeric,Kharif,35405.18,1034.6,6323.15,338.77,5.296063
2001,Puducherry,Coconut,Whole Year,2282.0,1434.6,233060.66,593.32,9725.08
2011,Tamil Nadu,Bajra,Kharif,30837.0,926.5,5165814.24,10176.21,2.1
2015,Madhya Pradesh,Linseed,Rabi,114000.0,1000.7,18001740.0,37620.0,0.5675
2012,Odisha,Sesamum,Autumn,3270.0,1430.2,493116.0,1013.7,0.226667
2003,Bihar,Barley,Rabi,21446.0,1353.9,2122725.08,5147.04,1.146571
2012,Karnataka,Gram,Rabi,969072.0,956.2,146136057.6,300412.32,0.596538
2007,Tamil Nadu,Gram,Whole Year,6800.0,1067.2,907120.0,1088.0,0.5575
2011,Tamil Nadu,Groundnut,Kharif,249079.0,926.5,41725714.08,82196.07,2.228
2006,Bihar,Arhar/Tur,Kharif,35631.0,1052.8,4550435.01,7838.82,1.1325
2001,Chhattisgarh,Castor seed,Kharif,113.0,1550.0,11540.69,29.38,0.232857
2001,Nagaland,Moong(Green Gram),Kharif,3000.0,1532.0,306390.0,780.0,0.745
2011,Punjab,Peas & beans (Pulses),Rabi,2800.0,705.2,469056.0,924.0,1.16
