Rainfall,Temperature,Humidity,Month,Year,Region
0.8,25.0,81.2,11,2020,Kerala
3.8,23.8,86.8,12,2020,Kerala
0.4,16.7,59.2,1,1997,Madhya Pradesh
0.3,19.9,58.7,2,1997,Madhya Pradesh
0.6,28.5,53.3,3,1997,Madhya Pradesh
4.2,34.8,53.9,4,1997,Madhya Pradesh
0.5,37.2,52.5,5,1997,Madhya Pradesh
35.1,32.2,59.0,6,1997,Madhya Pradesh
102.8,28.4,55.2,7,1997,Madhya Pradesh
22.5,26.5,55.1,8,1997,Madhya Pradesh
42.5,26.3,59.7,9,1997,Madhya Pradesh
0.4,22.7,58.8,10,1997,Madhya Pradesh
1.2,20.0,61.5,11,1997,Madhya Pradesh
0.3,16.5,60.2,12,1997,Madhya Pradesh
2.4,16.3,60.5,1,1998,Madhya Pradesh
0.2,20.5,54.2,2,1998,Madhya Pradesh
0.4,29.5,53.0,3,1998,Madhya Pradesh
2.1,37.1,47.9,4,1998,Madhya Pradesh
0.9,36.1,51.0,5,1998,Madhya Pradesh
19.2,33.1,52.5,6,1998,Madhya Pradesh
77.8,28.2,60.1,7,1998,Madhya Pradesh
82.5,28.1,52.6,8,1998,Madhya Pradesh
5.8,27.0,56.5,9,1998,Madhya Pradesh
0.5,24.2,55.3,10,1998,Madhya Pradesh
1.9,19.6,59.2,11,1998,Madhya Pradesh
0.7,18.1,63.2,12,1998,Madhya Pradesh
0.9,15.0,63.8,1,1999,Madhya Pradesh
1.3,20.4,54.1,2,1999,Madhya Pradesh
0.3,29.1,54.3,3,1999,Madhya Pradesh
0.5,35.0,52.8,4,1999,Madhya Pradesh
0.5,35.2,52.3,5,1999,Madhya Pradesh
39.3,31.8,57.1,6,1999,Madhya Pradesh
56.4,27.6,56.8,7,1999,Madhya Pradesh
29.5,26.9,59.2,8,1999,Madhya Pradesh
9.2,26.0,51.4,9,1999,Madhya Pradesh
1.2,24.8,57.2,10,1999,Madhya Pradesh
0.5,19.3,57.4,11,1999,Madhya Pradesh
0.2,18.5,55.8,12,1999,Madhya Pradesh
1.4,16.1,64.2,1,2000,Madhya Pradesh
1.2,20.0,58.2,2,2000,Madhya Pradesh
1.2,28.6,49.2,3,2000,Madhya Pradesh
0.9,34.2,51.0,4,2000,Madhya Pradesh
1.2,36.9,45.9,5,2000,Madhya Pradesh
111.4,31.5,61.5,6,2000,Madhya Pradesh
67.0,28.7,62.1,7,2000,Madhya Pradesh
35.2,27.3,58.2,8,2000,Madhya Pradesh
4.8,24.9,63.2,9,2000,Madhya Pradesh
0.4,23.3,57.3,10,2000,Madhya Pradesh
2.7,19.8,58.8,11,2000,Madhya Pradesh
1.8,17.4,59.2,12,2000,Madhya Pradesh
2.1,16.1,60.2,1,2001,Madhya Pradesh
1.6,20.2,61.6,2,2001,Madhya Pradesh
3.8,29.1,60.7,3,2001,Madhya Pradesh
1.5,35.0,50.3,4,2001,Madhya Pradesh
0.5,35.7,51.6,5,2001,Madhya Pradesh
32.3,31.9,58.9,6,2001,Madhya Pradesh
48.3,25.6,55.3,7,2001,Madhya Pradesh
37.5,27.8,58.6,8,2001,Madhya Pradesh
32.7,24.5,56.0,9,2001,Madhya Pradesh
0.4,24.3,61.8,10,2001,Madhya Pradesh
1.6,20.9,58.3,11,2001,Madhya Pradesh
0.4,16.3,60.6,12,2001,Madhya Pradesh
4.2,17.1,58.6,1,2002,Madhya Pradesh
0.9,21.3,61.1,2,2002,Madhya Pradesh
1.8,28.2,55.3,3,2002,Madhya Pradesh
0.1,36.8,52.2,4,2002,Madhya Pradesh
0.6,35.4,50.7,5,2002,Madhya Pradesh
60.8,31.4,59.8,6,2002,Madhya Pradesh
163.3,27.9,64.5,7,2002,Madhya Pradesh
22.1,26.5,57.3,8,2002,Madhya Pradesh
66.5,26.1,56.3,9,2002,Madhya Pradesh
1.0,25.2,53.2,10,2002,Madhya Pradesh
0.2,19.7,58.1,11,2002,Madhya Pradesh
0.8,18.5,61.8,12,2002,Madhya Pradesh
2.3,17.4,58.1,1,2003,Madhya Pradesh
0.8,19.9,53.2,2,2003,Madhya Pradesh
1.8,28.5,57.3,3,2003,Madhya Pradesh
0.6,34.3,53.6,4,2003,Madhya Pradesh
1.7,36.5,51.6,5,2003,Madhya Pradesh
26.5,32.6,54.6,6,2003,Madhya Pradesh
63.8,28.7,56.3,7,2003,Madhya Pradesh
31.0,26.5,62.2,8,2003,Madhya Pradesh
49.1,26.0,57.9,9,2003,Madhya Pradesh
0.7,22.2,64.1,10,2003,Madhya Pradesh
1.4,20.0,58.7,11,2003,Madhya Pradesh
2.0,18.8,61.8,12,2003,Madhya Pradesh
0.3,14.5,68.1,1,2004,Madhya Pradesh
0.4,19.8,57.7,2,2004,Madhya Pradesh
2.2,29.1,57.5,3,2004,Madhya Pradesh
1.6,35.4,50.8,4,2004,Madhya Pradesh
1.2,36.0,49.1,5,2004,Madhya Pradesh
39.9,30.3,52.8,6,2004,Madhya Pradesh
28.0,28.1,51.9,7,2004,Madhya Pradesh
55.2,27.6,58.8,8,2004,Madhya Pradesh
23.5,26.4,63.2,9,2004,Madhya Pradesh
1.3,23.5,58.5,10,2004,Madhya Pradesh
1.4,21.0,54.2,11,2004,Madhya Pradesh
0.6,17.0,55.7,12,2004,Madhya Pradesh
4.0,15.4,65.5,1,2005,Madhya Pradesh
1.5,20.8,58.2,2,2005,Madhya Pradesh
2.6,29.5,51.3,3,2005,Madhya Pradesh
1.6,35.1,55.5,4,2005,Madhya Pradesh
0.6,36.3,48.8,5,2005,Madhya Pradesh
43.2,32.1,50.9,6,2005,Madhya Pradesh
91.9,28.4,61.7,7,2005,Madhya Pradesh
115.6,25.4,59.6,8,2005,Madhya Pradesh
25.0,25.8,59.0,9,2005,Madhya Pradesh
0.8,25.2,59.0,10,2005,Madhya Pradesh
0.3,19.6,62.8,11,2005,Madhya Pradesh
3.6,17.5,62.1,12,2005,Madhya Pradesh
1.0,16.3,60.0,1,2006,Madhya Pradesh
0.2,19.5,60.9,2,2006,Madhya Pradesh
1.0,29.0,52.1,3,2006,Madhya Pradesh
0.8,35.1,47.4,4,2006,Madhya Pradesh
0.8,35.8,44.9,5,2006,Madhya Pradesh
51.2,31.9,50.5,6,2006,Madhya Pradesh
92.7,27.1,58.2,7,2006,Madhya Pradesh
22.0,25.6,59.0,8,2006,Madhya Pradesh
19.6,25.1,54.2,9,2006,Madhya Pradesh
2.8,22.8,57.7,10,2006,Madhya Pradesh
0.6,18.6,60.3,11,2006,Madhya Pradesh
1.8,16.0,58.2,12,2006,Madhya Pradesh
0.7,16.4,67.3,1,2007,Madhya Pradesh
1.0,22.2,61.0,2,2007,Madhya Pradesh
0.5,28.2,51.8,3,2007,Madhya Pradesh
0.7,36.7,49.4,4,2007,Madhya Pradesh
1.2,37.2,50.7,5,2007,Madhya Pradesh
22.1,33.6,50.7,6,2007,Madhya Pradesh
37.8,29.1,53.9,7,2007,Madhya Pradesh
78.1,26.7,59.7,8,2007,Madhya Pradesh
11.7,27.1,55.7,9,2007,Madhya Pradesh
2.2,24.5,59.9,10,2007,Madhya Pradesh
0.8,21.5,56.7,11,2007,Madhya Pradesh
3.0,17.8,64.5,12,2007,Madhya Pradesh
1.7,15.5,65.4,1,2008,Madhya Pradesh
0.2,19.5,61.4,2,2008,Madhya Pradesh
1.4,27.7,54.6,3,2008,Madhya Pradesh
4.4,35.2,49.5,4,2008,Madhya Pradesh
3.8,34.1,54.8,5,2008,Madhya Pradesh
140.6,30.2,62.6,6,2008,Madhya Pradesh
58.6,28.7,57.6,7,2008,Madhya Pradesh
139.1,25.9,62.7,8,2008,Madhya Pradesh
121.6,26.7,60.3,9,2008,Madhya Pradesh
5.9,23.8,59.3,10,2008,Madhya Pradesh
3.2,18.7,61.2,11,2008,Madhya Pradesh
1.7,15.8,60.8,12,2008,Madhya Pradesh
0.8,15.7,57.8,1,2009,Madhya Pradesh
0.4,19.1,58.1,2,2009,Madhya Pradesh
0.5,30.2,52.3,3,2009,Madhya Pradesh
1.0,34.5,55.1,4,2009,Madhya Pradesh
1.1,35.7,51.4,5,2009,Madhya Pradesh
62.7,32.6,57.7,6,2009,Madhya Pradesh
122.6,28.4,58.9,7,2009,Madhya Pradesh
52.1,26.4,59.9,8,2009,Madhya Pradesh
30.2,26.1,58.3,9,2009,Madhya Pradesh
1.2,25.1,58.2,10,2009,Madhya Pradesh
0.8,20.8,61.9,11,2009,Madhya Pradesh
1.8,17.8,62.7,12,2009,Madhya Pradesh
1.3,17.8,58.2,1,2010,Madhya Pradesh
1.4,20.7,61.2,2,2010,Madhya Pradesh
1.4,29.0,52.7,3,2010,Madhya Pradesh
0.5,35.6,48.0,4,2010,Madhya Pradesh
3.4,37.6,48.7,5,2010,Madhya Pradesh
39.2,31.7,56.3,6,2010,Madhya Pradesh
208.3,28.1,62.9,7,2010,Madhya Pradesh
26.8,25.4,58.1,8,2010,Madhya Pradesh
42.2,25.1,59.2,9,2010,Madhya Pradesh
4.3,23.4,54.2,10,2010,Madhya Pradesh
0.3,20.3,60.9,11,2010,Madhya Pradesh
2.4,18.4,51.9,12,2010,Madhya Pradesh
1.4,16.1,63.5,1,2011,Madhya Pradesh
2.3,18.8,61.7,2,2011,Madhya Pradesh
0.7,29.7,54.5,3,2011,Madhya Pradesh
0.5,35.2,56.2,4,2011,Madhya Pradesh
1.4,36.3,53.1,5,2011,Madhya Pradesh
20.5,32.6,51.7,6,2011,Madhya Pradesh
7.5,27.2,54.9,7,2011,Madhya Pradesh
132.8,26.8,53.5,8,2011,Madhya Pradesh
78.2,26.5,58.4,9,2011,Madhya Pradesh
0.4,24.7,52.5,10,2011,Madhya Pradesh
0.6,20.8,57.2,11,2011,Madhya Pradesh
2.3,16.0,62.1,12,2011,Madhya Pradesh
0.2,17.3,59.6,1,2012,Madhya Pradesh
2.0,20.7,55.4,2,2012,Madhya Pradesh
0.6,29.5,55.9,3,2012,Madhya Pradesh
1.9,36.2,46.2,4,2012,Madhya Pradesh
1.2,37.2,49.3,5,2012,Madhya Pradesh
38.1,31.7,53.1,6,2012,Madhya Pradesh
26.2,29.3,52.5,7,2012,Madhya Pradesh
195.5,27.9,65.0,8,2012,Madhya Pradesh
106.2,26.2,60.4,9,2012,Madhya Pradesh
0.9,24.3,62.3,10,2012,Madhya Pradesh
1.5,21.3,61.6,11,2012,Madhya Pradesh
0.1,15.8,57.7,12,2012,Madhya Pradesh
1.3,15.5,62.9,1,2013,Madhya Pradesh
1.7,19.8,58.3,2,2013,Madhya Pradesh
0.5,29.5,51.6,3,2013,Madhya Pradesh
2.3,35.7,53.1,4,2013,Madhya Pradesh
0.9,37.9,52.8,5,2013,Madhya Pradesh
94.3,32.3,59.0,6,2013,Madhya Pradesh
319.7,29.0,72.9,7,2013,Madhya Pradesh
34.0,27.8,59.0,8,2013,Madhya Pradesh
10.5,26.5,60.7,9,2013,Madhya Pradesh
1.6,25.4,58.9,10,2013,Madhya Pradesh
0.7,20.3,60.3,11,2013,Madhya Pradesh
3.1,17.8,59.9,12,2013,Madhya Pradesh
0.4,15.7,65.7,1,2014,Madhya Pradesh
0.7,20.6,61.8,2,2014,Madhya Pradesh
2.5,30.1,52.3,3,2014,Madhya Pradesh
3.1,35.2,55.3,4,2014,Madhya Pradesh
0.8,36.9,44.6,5,2014,Madhya Pradesh
27.3,33.5,55.3,6,2014,Madhya Pradesh
99.6,27.6,57.8,7,2014,Madhya Pradesh
44.4,28.7,52.1,8,2014,Madhya Pradesh
65.7,27.4,59.4,9,2014,Madhya Pradesh
0.4,24.7,55.3,10,2014,Madhya Pradesh
0.4,19.5,62.7,11,2014,Madhya Pradesh
0.5,19.1,60.7,12,2014,Madhya Pradesh
0.6,15.1,65.7,1,2015,Madhya Pradesh
0.9,20.6,60.7,2,2015,Madhya Pradesh
0.7,29.2,55.8,3,2015,Madhya Pradesh
1.5,34.1,54.7,4,2015,Madhya Pradesh
0.6,34.7,56.5,5,2015,Madhya Pradesh
119.4,30.2,55.5,6,2015,Madhya Pradesh
186.8,29.5,62.6,7,2015,Madhya Pradesh
66.1,26.2,58.0,8,2015,Madhya Pradesh
61.5,25.5,57.9,9,2015,Madhya Pradesh
1.3,23.2,57.7,10,2015,Madhya Pradesh
1.3,19.4,55.7,11,2015,Madhya Pradesh
3.3,16.5,64.9,12,2015,Madhya Pradesh
1.3,16.5,56.3,1,2016,Madhya Pradesh
1.2,19.5,61.5,2,2016,Madhya Pradesh
0.5,29.8,51.2,3,2016,Madhya Pradesh
1.9,34.2,54.6,4,2016,Madhya Pradesh
1.6,36.8,57.5,5,2016,Madhya Pradesh
24.3,33.3,51.8,6,2016,Madhya Pradesh
74.1,28.1,57.9,7,2016,Madhya Pradesh
96.3,26.8,57.6,8,2016,Madhya Pradesh
144.0,27.6,61.8,9,2016,Madhya Pradesh
2.3,24.4,57.6,10,2016,Madhya Pradesh
1.4,20.7,55.6,11,2016,Madhya Pradesh
4.8,17.5,52.5,12,2016,Madhya Pradesh
1.9,16.7,58.7,1,2017,Madhya Pradesh
2.0,21.7,54.4,2,2017,Madhya Pradesh
0.7,29.3,53.5,3,2017,Madhya Pradesh
0.8,36.3,49.0,4,2017,Madhya Pradesh
0.0,35.5,54.4,5,2017,Madhya Pradesh
59.0,32.0,57.7,6,2017,Madhya Pradesh
7.5,28.7,55.7,7,2017,Madhya Pradesh
190.6,27.6,64.4,8,2017,Madhya Pradesh
47.2,26.5,59.8,9,2017,Madhya Pradesh
1.7,24.0,57.0,10,2017,Madhya Pradesh
0.3,21.9,54.6,11,2017,Madhya Pradesh
1.4,17.0,57.7,12,2017,Madhya Pradesh
0.6,16.3,59.8,1,2018,Madhya Pradesh
1.7,18.4,59.6,2,2018,Madhya Pradesh
2.0,29.8,50.8,3,2018,Madhya Pradesh
0.6,34.7,53.6,4,2018,Madhya Pradesh
1.4,35.7,56.3,5,2018,Madhya Pradesh
38.7,32.1,56.0,6,2018,Madhya Pradesh
28.4,27.5,54.4,7,2018,Madhya Pradesh
29.2,28.1,57.3,8,2018,Madhya Pradesh
57.1,24.6,56.8,9,2018,Madhya Pradesh
1.2,24.7,56.4,10,2018,Madhya Pradesh
2.0,18.7,62.3,11,2018,Madhya Pradesh
0.5,18.1,62.9,12,2018,Madhya Pradesh
1.2,16.3,61.3,1,2019,Madhya Pradesh
1.5,21.3,57.9,2,2019,Madhya Pradesh
0.8,29.1,56.8,3,2019,Madhya Pradesh
1.8,35.0,47.3,4,2019,Madhya Pradesh
0.9,37.3,46.8,5,2019,Madhya Pradesh
15.9,31.4,56.8,6,2019,Madhya Pradesh
58.0,27.2,59.7,7,2019,Madhya Pradesh
22.0,27.2,56.3,8,2019,Madhya Pradesh
79.3,26.0,60.9,9,2019,Madhya Pradesh
0.9,24.8,56.9,10,2019,Madhya Pradesh
0.6,19.8,59.0,11,2019,Madhya Pradesh
6.5,16.6,58.0,12,2019,Madhya Pradesh
1.1,15.9,68.0,1,2020,Madhya Pradesh
0.6,20.6,58.4,2,2020,Madhya Pradesh
0.4,26.8,55.9,3,2020,Madhya Pradesh
0.5,36.0,49.9,4,2020,Madhya Pradesh
1.5,36.2,54.8,5,2020,Madhya Pradesh
42.8,30.8,57.7,6,2020,Madhya Pradesh
19.0,28.5,50.8,7,2020,Madhya Pradesh
40.4,27.3,55.0,8,2020,Madhya Pradesh
77.3,26.9,58.2,9,2020,Madhya Pradesh
0.8,22.5,62.1,10,2020,Madhya Pradesh
2.8,20.1,56.1,11,2020,Madhya Pradesh
0.8,16.2,61.3,12,2020,Madhya Pradesh
4.7,22.3,59.6,1,1997,Maharashtra
2.7,23.9,63.4,2,1997,Maharashtra
4.2,29.2,55.6,3,1997,Maharashtra
0.2,33.7,62.4,4,1997,Maharashtra
9.5,32.8,54.7,5,1997,Maharashtra
6.4,30.8,58.3,6,1997,Maharashtra
14.8,28.3,61.3,7,1997,Maharashtra
54.5,29.1,62.8,8,1997,Maharashtra
76.8,26.7,64.6,9,1997,Maharashtra
1.4,26.4,66.7,10,1997,Maharashtra
1.8,23.8,64.9,11,1997,Maharashtra
0.2,22.2,62.9,12,1997,Maharashtra
4.0,20.5,64.1,1,1998,Maharashtra
2.2,23.4,65.2,2,1998,Maharashtra
6.0,28.1,54.8,3,1998,Maharashtra
3.3,31.8,59.3,4,1998,Maharashtra
8.5,31.5,59.9,5,1998,Maharashtra
40.5,31.3,56.0,6,1998,Maharashtra
72.4,29.0,65.4,7,1998,Maharashtra
186.2,28.4,71.5,8,1998,Maharashtra
64.7,26.9,64.8,9,1998,Maharashtra
0.8,26.4,54.4,10,1998,Maharashtra
3.0,23.7,59.1,11,1998,Maharashtra
3.0,21.6,65.3,12,1998,Maharashtra
0.4,21.4,68.1,1,1999,Maharashtra
1.5,22.9,64.1,2,1999,Maharashtra
0.6,29.2,60.3,3,1999,Maharashtra
1.8,33.3,61.4,4,1999,Maharashtra
1.9,31.9,56.7,5,1999,Maharashtra
28.9,30.4,58.9,6,1999,Maharashtra
58.6,29.5,64.0,7,1999,Maharashtra
83.3,27.7,67.0,8,1999,Maharashtra
84.0,25.0,63.5,9,1999,Maharashtra
2.0,26.6,62.9,10,1999,Maharashtra
0.2,24.3,56.2,11,1999,Maharashtra
0.3,23.2,61.7,12,1999,Maharashtra
5.7,20.4,63.7,1,2000,Maharashtra
2.4,23.5,65.9,2,2000,Maharashtra
0.5,29.3,51.5,3,2000,Maharashtra
0.4,33.2,57.4,4,2000,Maharashtra
1.3,33.0,56.0,5,2000,Maharashtra
30.8,30.2,62.4,6,2000,Maharashtra
21.7,28.9,59.1,7,2000,Maharashtra
52.5,27.7,61.2,8,2000,Maharashtra
51.9,28.3,58.5,9,2000,Maharashtra
0.8,26.2,55.6,10,2000,Maharashtra
1.3,22.8,64.3,11,2000,Maharashtra
2.6,22.4,61.2,12,2000,Maharashtra
3.1,21.3,66.5,1,2001,Maharashtra
2.2,23.3,58.3,2,2001,Maharashtra
0.6,28.5,63.5,3,2001,Maharashtra
3.3,34.0,55.9,4,2001,Maharashtra
2.2,31.9,60.5,5,2001,Maharashtra
56.3,31.0,57.8,6,2001,Maharashtra
61.1,28.3,64.3,7,2001,Maharashtra
101.5,27.4,65.9,8,2001,Maharashtra
45.9,26.7,60.2,9,2001,Maharashtra
2.2,25.8,61.3,10,2001,Maharashtra
4.0,23.6,63.8,11,2001,Maharashtra
3.5,21.2,66.6,12,2001,Maharashtra
1.6,21.3,59.9,1,2002,Maharashtra
1.1,23.1,61.8,2,2002,Maharashtra
0.8,28.9,57.3,3,2002,Maharashtra
1.6,31.1,62.7,4,2002,Maharashtra
0.7,32.3,56.8,5,2002,Maharashtra
12.4,31.0,52.1,6,2002,Maharashtra
100.5,28.8,59.3,7,2002,Maharashtra
172.1,28.1,65.1,8,2002,Maharashtra
10.0,27.7,56.8,9,2002,Maharashtra
1.8,25.6,61.2,10,2002,Maharashtra
3.3,23.0,63.6,11,2002,Maharashtra
3.8,20.7,68.0,12,2002,Maharashtra
0.8,21.9,60.8,1,2003,Maharashtra
2.5,24.6,65.4,2,2003,Maharashtra
0.5,27.6,60.1,3,2003,Maharashtra
1.7,32.2,63.1,4,2003,Maharashtra
2.4,33.9,62.7,5,2003,Maharashtra
28.5,32.1,61.7,6,2003,Maharashtra
81.2,29.2,63.6,7,2003,Maharashtra
73.9,27.3,62.2,8,2003,Maharashtra
34.7,26.7,59.2,9,2003,Maharashtra
1.8,24.7,59.7,10,2003,Maharashtra
2.3,23.8,58.7,11,2003,Maharashtra
0.5,22.2,64.0,12,2003,Maharashtra
4.1,22.1,65.0,1,2004,Maharashtra
2.3,23.0,61.5,2,2004,Maharashtra
2.7,29.6,60.1,3,2004,Maharashtra
1.6,32.3,57.5,4,2004,Maharashtra
2.1,33.5,56.7,5,2004,Maharashtra
25.8,30.3,63.6,6,2004,Maharashtra
26.4,27.3,61.4,7,2004,Maharashtra
13.5,28.1,64.6,8,2004,Maharashtra
42.8,26.9,59.8,9,2004,Maharashtra
5.6,25.0,62.1,10,2004,Maharashtra
1.2,23.4,60.5,11,2004,Maharashtra
1.1,21.3,64.6,12,2004,Maharashtra
2.3,20.1,65.3,1,2005,Maharashtra
1.0,23.1,61.8,2,2005,Maharashtra
0.9,29.1,60.8,3,2005,Maharashtra
6.4,32.6,58.7,4,2005,Maharashtra
0.4,33.6,54.0,5,2005,Maharashtra
88.9,31.1,68.5,6,2005,Maharashtra
37.5,28.2,66.3,7,2005,Maharashtra
107.6,26.6,70.4,8,2005,Maharashtra
45.7,28.2,59.7,9,2005,Maharashtra
0.8,27.1,59.9,10,2005,Maharashtra
2.7,24.5,53.6,11,2005,Maharashtra
2.6,21.6,64.5,12,2005,Maharashtra
3.6,21.7,57.9,1,2006,Maharashtra
2.2,24.3,56.8,2,2006,Maharashtra
1.6,29.0,56.6,3,2006,Maharashtra
7.6,33.9,54.5,4,2006,Maharashtra
5.3,33.7,56.2,5,2006,Maharashtra
95.7,29.8,62.6,6,2006,Maharashtra
89.2,29.6,57.3,7,2006,Maharashtra
203.4,27.0,70.3,8,2006,Maharashtra
95.7,27.4,61.6,9,2006,Maharashtra
5.0,25.4,59.1,10,2006,Maharashtra
3.0,24.1,60.6,11,2006,Maharashtra
1.8,21.5,64.4,12,2006,Maharashtra
4.3,21.9,71.4,1,2007,Maharashtra
1.3,23.7,65.0,2,2007,Maharashtra
2.5,28.8,56.4,3,2007,Maharashtra
5.5,33.9,60.4,4,2007,Maharashtra
2.7,33.6,60.0,5,2007,Maharashtra
121.0,31.5,61.9,6,2007,Maharashtra
46.7,29.2,63.2,7,2007,Maharashtra
40.5,28.6,60.6,8,2007,Maharashtra
24.2,26.1,57.8,9,2007,Maharashtra
1.8,25.0,59.5,10,2007,Maharashtra
1.2,25.1,56.7,11,2007,Maharashtra
2.6,21.4,66.9,12,2007,Maharashtra
2.2,21.5,57.9,1,2008,Maharashtra
0.5,23.9,59.8,2,2008,Maharashtra
1.1,28.5,59.1,3,2008,Maharashtra
5.9,32.6,52.6,4,2008,Maharashtra
5.8,32.6,51.2,5,2008,Maharashtra
18.5,30.5,58.3,6,2008,Maharashtra
17.9,27.6,57.5,7,2008,Maharashtra
20.1,27.5,57.5,8,2008,Maharashtra
53.7,27.2,65.4,9,2008,Maharashtra
1.4,25.9,64.3,10,2008,Maharashtra
1.2,23.7,63.8,11,2008,Maharashtra
2.3,22.4,64.8,12,2008,Maharashtra
3.6,19.7,63.9,1,2009,Maharashtra
0.5,21.7,60.2,2,2009,Maharashtra
3.8,28.0,56.7,3,2009,Maharashtra
1.8,31.7,58.6,4,2009,Maharashtra
2.8,32.1,61.0,5,2009,Maharashtra
7.6,29.4,54.8,6,2009,Maharashtra
67.3,27.0,64.8,7,2009,Maharashtra
12.7,26.6,62.9,8,2009,Maharashtra
65.0,27.8,63.5,9,2009,Maharashtra
0.3,27.3,63.2,10,2009,Maharashtra
3.1,21.2,62.4,11,2009,Maharashtra
1.5,22.3,61.5,12,2009,Maharashtra
0.8,22.5,59.7,1,2010,Maharashtra
4.1,23.1,58.5,2,2010,Maharashtra
1.5,29.4,57.8,3,2010,Maharashtra
2.6,31.3,62.5,4,2010,Maharashtra
1.7,33.1,56.0,5,2010,Maharashtra
44.8,30.2,63.4,6,2010,Maharashtra
41.3,27.2,59.8,7,2010,Maharashtra
87.2,28.2,62.1,8,2010,Maharashtra
12.8,27.1,59.7,9,2010,Maharashtra
1.1,25.8,58.9,10,2010,Maharashtra
2.7,24.3,61.8,11,2010,Maharashtra
6.5,22.2,60.8,12,2010,Maharashtra
0.5,20.1,65.1,1,2011,Maharashtra
1.8,24.0,60.8,2,2011,Maharashtra
2.6,29.0,57.1,3,2011,Maharashtra
0.6,33.7,57.5,4,2011,Maharashtra
4.3,33.0,57.3,5,2011,Maharashtra
57.6,31.0,60.2,6,2011,Maharashtra
97.8,28.2,64.8,7,2011,Maharashtra
92.1,26.7,63.3,8,2011,Maharashtra
31.1,27.3,56.8,9,2011,Maharashtra
1.7,25.6,64.6,10,2011,Maharashtra
2.2,23.6,62.5,11,2011,Maharashtra
2.4,22.6,61.1,12,2011,Maharashtra
2.7,21.8,62.4,1,2012,Maharashtra
4.1,24.1,59.0,2,2012,Maharashtra
0.9,29.2,64.7,3,2012,Maharashtra
1.5,32.2,60.3,4,2012,Maharashtra
1.0,32.0,56.0,5,2012,Maharashtra
16.8,31.0,60.8,6,2012,Maharashtra
102.8,30.4,61.2,7,2012,Maharashtra
55.9,27.7,62.2,8,2012,Maharashtra
19.9,26.7,57.0,9,2012,Maharashtra
0.3,26.2,61.3,10,2012,Maharashtra
0.5,23.9,62.5,11,2012,Maharashtra
2.6,22.9,60.0,12,2012,Maharashtra
1.2,20.1,64.3,1,2013,Maharashtra
2.2,21.8,60.7,2,2013,Maharashtra
1.2,30.0,58.6,3,2013,Maharashtra
6.0,32.5,61.9,4,2013,Maharashtra
3.3,33.5,60.5,5,2013,Maharashtra
22.2,31.1,53.1,6,2013,Maharashtra
220.5,28.4,67.0,7,2013,Maharashtra
47.9,27.0,61.5,8,2013,Maharashtra
47.9,27.8,60.8,9,2013,Maharashtra
3.4,26.3,60.1,10,2013,Maharashtra
2.2,23.4,65.6,11,2013,Maharashtra
3.3,21.7,65.5,12,2013,Maharashtra
0.6,22.3,56.2,1,2014,Maharashtra
1.4,24.8,56.8,2,2014,Maharashtra
2.0,31.5,51.4,3,2014,Maharashtra
1.3,34.1,56.9,4,2014,Maharashtra
2.3,34.0,60.4,5,2014,Maharashtra
49.5,30.6,59.3,6,2014,Maharashtra
27.5,30.1,61.0,7,2014,Maharashtra
41.2,26.8,56.1,8,2014,Maharashtra
81.9,27.6,60.0,9,2014,Maharashtra
0.2,25.5,64.5,10,2014,Maharashtra
1.9,24.4,63.0,11,2014,Maharashtra
1.0,21.7,63.4,12,2014,Maharashtra
3.0,23.6,61.8,1,2015,Maharashtra
2.2,24.4,62.2,2,2015,Maharashtra
0.5,29.9,59.9,3,2015,Maharashtra
1.7,34.2,53.5,4,2015,Maharashtra
1.0,34.7,56.2,5,2015,Maharashtra
82.8,31.2,58.2,6,2015,Maharashtra
74.9,29.4,66.1,7,2015,Maharashtra
78.7,29.0,62.4,8,2015,Maharashtra
12.1,28.2,68.6,9,2015,Maharashtra
4.4,27.1,63.2,10,2015,Maharashtra
7.4,23.9,65.2,11,2015,Maharashtra
2.1,22.7,62.8,12,2015,Maharashtra
2.5,22.0,62.9,1,2016,Maharashtra
0.8,25.7,58.1,2,2016,Maharashtra
2.2,28.8,53.7,3,2016,Maharashtra
0.4,33.1,59.3,4,2016,Maharashtra
7.9,34.3,54.4,5,2016,Maharashtra
101.0,31.0,64.7,6,2016,Maharashtra
127.8,29.4,66.0,7,2016,Maharashtra
51.3,28.1,58.8,8,2016,Maharashtra
31.9,27.4,59.2,9,2016,Maharashtra
0.9,26.9,64.4,10,2016,Maharashtra
1.4,23.0,64.2,11,2016,Maharashtra
2.6,21.8,59.3,12,2016,Maharashtra
0.2,22.3,57.3,1,2017,Maharashtra
1.1,23.4,65.1,2,2017,Maharashtra
1.4,29.4,56.4,3,2017,Maharashtra
1.9,33.9,54.5,4,2017,Maharashtra
1.2,34.3,58.9,5,2017,Maharashtra
41.7,30.1,57.7,6,2017,Maharashtra
143.2,28.2,66.5,7,2017,Maharashtra
38.2,28.1,60.3,8,2017,Maharashtra
179.5,28.0,64.8,9,2017,Maharashtra
1.4,26.3,62.6,10,2017,Maharashtra
6.4,25.1,58.0,11,2017,Maharashtra
1.0,21.2,61.6,12,2017,Maharashtra
3.4,22.4,56.2,1,2018,Maharashtra
2.2,24.8,64.6,2,2018,Maharashtra
1.6,29.0,57.6,3,2018,Maharashtra
2.5,33.4,56.8,4,2018,Maharashtra
