State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year
West Bengal,Cotton,Clay,Compost,84,89,111,194,28.25,3643,7.11,2000
Tamil Nadu,Sugarcane,Red Soil,Compost,71,48,191,79,24.98,869,7.13,2000
Haryana,Barley,Black,DAP,103,36,197,152,25.5,1634,7.67,2007
Gujarat,Sugarcane,Red Soil,Urea,104,55,66,62,30.43,3714,7.73,2019
Andhra Pradesh,Groundnut,Clay,Compost,64,50,56,145,32.37,1845,7.8,2015
Rajasthan,Sugarcane,Black,Urea,40,117,168,291,20.21,1490,5.74,2020
Maharashtra,Pulses,Red Soil,NPK,49,25,183,270,18.71,1333,6.86,2012
Madhya Pradesh,Soybean,Sandy,Organic,45,103,35,287,37.89,1213,7.35,2022
Bihar,Groundnut,Sandy,DAP,15,36,123,143,22.65,1500,7.39,2023
Gujarat,Rice,Loamy,Organic,75,98,14,131,19.08,2594,7.02,2022
Uttar Pradesh,Jute,Clay,NPK,84,43,93,62,21.8,2050,5.92,2017
Rajasthan,Maize,Red Soil,Compost,13,117,61,220,18.78,4245,7.49,2019
Madhya Pradesh,Groundnut,Loamy,Urea,88,16,114,262,25.84,885,7.3,2009
Andhra Pradesh,Wheat,Clay,Urea,127,109,63,143,34.05,1391,5.72,2011
Odisha,Rice,Sandy,NPK,122,51,170,198,24.82,1021,6.66,2000
Maharashtra,Groundnut,Red Soil,DAP,103,22,187,161,26.88,1324,5.93,2009
Haryana,Wheat,Black,Organic,71,25,175,104,31.51,1420,6.34,2008
West Bengal,Rice,Sandy,Compost,88,17,164,130,28.18,2617,5.55,2002
Uttar Pradesh,Cotton,Black,DAP,35,25,24,217,35.23,2813,6.5,2018
Bihar,Tea,Black,NPK,53,12,70,260,35.32,2696,6.87,2008
Andhra Pradesh,Barley,Red Soil,NPK,79,50,131,165,18.2,3193,7.05,2009
Karnataka,Tea,Red Soil,Urea,127,108,30,192,33.56,3473,7.16,2018
Uttar Pradesh,Pulses,Black,Compost,77,114,55,250,27.21,2503,7.59,2015
Rajasthan,Jute,Loamy,DAP,28,11,143,229,37.78,3062,6.04,2023
Karnataka,Maize,Black,Urea,29,27,47,251,27.66,1737,5.8,2017
Uttar Pradesh,Tea,Black,Compost,122,112,71,157,37.74,957,7.63,2013
Madhya Pradesh,Coffee,Red Soil,Organic,56,100,95,272,33.09,1371,5.89,2002
West Bengal,Groundnut,Clay,Organic,10,79,199,102,22.97,4173,7.94,2001
Odisha,Coffee,Sandy,Urea,99,90,87,264,28.77,1094,7.61,2000
Gujarat,Cotton,Red Soil,DAP,73,26,55,177,37.84,1630,6.75,2017
Bihar,Sugarcane,Loamy,Compost,47,111,150,229,35.15,1005,7.95,2023
Odisha,Pulses,Sandy,Organic,46,93,12,207,19.95,3305,5.74,2008
Odisha,Tea,Red Soil,Organic,135,26,15,210,32.13,1946,6.26,2012
Madhya Pradesh,Soybean,Red Soil,DAP,109,96,102,106,24.91,1651,7.1,2001
Punjab,Maize,Clay,Urea,86,33,17,101,18.14,692,6.38,2006
Kerala,Sugarcane,Loamy,NPK,12,17,181,186,26.07,2006,7.82,2015
Uttar Pradesh,Barley,Loamy,Compost,19,86,117,231,22.7,3543,5.66,2020
Gujarat,Jute,Red Soil,Organic,14,6,170,160,34.38,2851,6.87,2018
Tamil Nadu,Groundnut,Clay,NPK,139,33,84,50,24.75,1395,6.98,2024
West Bengal,Cotton,Red Soil,DAP,22,89,86,93,34.55,1206,7.13,2014
Madhya Pradesh,Rice,Black,Urea,139,83,59,276,18.01,2115,6.14,2021
Punjab,Tea,Black,Compost,93,56,20,124,24.16,864,6.41,2010
Madhya Pradesh,Soybean,Clay,DAP,74,31,104,147,22.82,2654,7.61,2000
West Bengal,Maize,Red Soil,Urea,72,54,165,257,22.67,1059,5.99,2020
Kerala,Barley,Clay,DAP,110,99,79,58,19.36,1236,7.57,2006
Kerala,Tea,Red Soil,Organic,82,83,178,81,21.74,1218,6.91,2019
Bihar,Barley,Red Soil,Organic,26,119,25,64,29.11,2915,7.41,2007
Haryana,Sugarcane,Black,NPK,18,27,77,189,23.83,1165,7.28,2009
Kerala,Coffee,Sandy,DAP,47,92,108,274,26.35,1227,6.02,2004
Punjab,Sugarcane,Loamy,Organic,103,48,57,286,25.54,4397,6.92,2008
Odisha,Pulses,Loamy,Urea,104,81,193,255,35.52,2755,7.67,2024
Bihar,Tea,Clay,NPK,58,26,73,298,36.11,2114,6.58,2024
West Bengal,Cotton,Loamy,Compost,78,47,196,234,27.86,2106,7.92,2000
Maharashtra,Maize,Black,DAP,71,41,99,185,24.6,682,6.63,2001
Maharashtra,Rice,Sandy,Organic,87,65,199,121,20.14,2245,5.86,2018
Karnataka,Rice,Red Soil,Urea,126,101,85,204,37.07,43086,6.47,2013
Tamil Nadu,Groundnut,Red Soil,DAP,129,60,148,239,19.2,1227,7.88,2019
West Bengal,Groundnut,Black,Urea,85,7,110,61,23.95,686,6.3,2009
Kerala,Maize,Loamy,NPK,44,67,98,114,23.96,1039,7.67,2008
Kerala,Jute,Red Soil,Organic,10,23,27,156,24.41,871,7.7,2009
Gujarat,Tea,Loamy,Organic,49,27,28,281,21.29,2339,6.38,2005
Bihar,Tea,Black,NPK,73,33,64,91,33.66,2708,5.71,2016
Haryana,Sugarcane,Red Soil,Urea,69,34,111,239,20.45,2791,7.31,2024
West Bengal,Soybean,Clay,DAP,73,43,127,164,30.7,1451,6.28,2005
Punjab,Groundnut,Sandy,Urea,102,112,163,188,20.48,3577,7.46,2003
Bihar,Jute,Loamy,DAP,81,115,143,152,19.41,686,6.61,2019
Bihar,Soybean,Loamy,NPK,20,29,13,220,36.19,1365,6.71,2002
Uttar Pradesh,Tea,Loamy,Compost,114,105,117,144,21.8,1578,7.44,2022
Odisha,Groundnut,Loamy,DAP,23,115,124,66,34.43,2787,6.46,2018
Rajasthan,Rice,Black,Organic,69,12,38,274,28.89,881,6.61,2017
Bihar,Barley,Black,Organic,39,110,68,209,19.56,1987,6.44,2023
Uttar Pradesh,Groundnut,Black,Organic,44,62,134,299,37.11,3272,6.42,2003
Uttar Pradesh,Tea,Black,Urea,14,20,107,270,22.94,2986,6.81,2007
Bihar,Tea,Red Soil,Urea,92,76,26,262,35.19,1396,7.52,2016
Punjab,Barley,Black,Urea,132,5,116,134,21.38,2499,6.4,2004
Bihar,Soybean,Red Soil,Organic,87,112,52,217,35.08,1460,6.81,2012
Gujarat,Maize,Clay,DAP,71,9,89,200,18.26,1487,7.18,2024
Odisha,Barley,Black,Organic,98,7,171,105,28.24,1783,6.17,2000
Odisha,Jute,Clay,DAP,51,69,17,183,33.39,4626,6.19,2012
Gujarat,Rice,Black,Urea,98,8,150,135,36.7,4530,7.83,2003
Maharashtra,Coffee,Clay,Compost,49,108,115,227,36.18,3213,7.31,2021
Andhra Pradesh,Tea,Sandy,Urea,81,103,17,151,34.39,1067,6.94,2023
Karnataka,Cotton,Clay,NPK,48,100,105,214,35.76,3188,7.12,2013
Bihar,Rice,Red Soil,DAP,113,68,103,286,21.98,1790,5.57,2002
Madhya Pradesh,Soybean,Loamy,Compost,23,110,74,241,23.68,2674,7.05,2004
Karnataka,Barley,Clay,Urea,41,102,180,292,23.78,1329,6.77,2006
Maharashtra,Tea,Loamy,Compost,134,111,48,103,25.54,2902,6.86,2000
Punjab,Tea,Sandy,Organic,106,93,90,249,25.87,2977,6.4,2022
Punjab,Barley,Sandy,DAP,32,14,196,282,28.89,2144,5.7,2011
Tamil Nadu,Maize,Red Soil,NPK,72,25,93,226,21.2,2717,5.98,2010
Bihar,Coffee,Red Soil,Organic,62,50,97,276,31.82,2678,7.88,2023
Bihar,Barley,Clay,Compost,113,107,95,164,21.35,1382,6.52,2007
Karnataka,Groundnut,Black,Urea,113,95,102,188,24.21,4032,6.67,2024
Karnataka,Wheat,Sandy,DAP,48,31,95,137,28.07,1629,5.63,2005
Kerala,Maize,Loamy,NPK,76,70,53,98,33.93,861,5.59,2021
Bihar,Wheat,Black,Urea,51,45,146,198,32.79,3959,7.29,2001
Madhya Pradesh,Soybean,Sandy,NPK,24,116,174,164,30.91,2070,6.85,2018
Punjab,Sugarcane,Clay,DAP,120,17,83,243,21.12,2915,6.77,2019
Kerala,Rice,Sandy,Compost,42,13,45,112,28.94,2005,6.11,2019
Uttar Pradesh,Pulses,Red Soil,NPK,47,40,110,153,19.75,889,7.36,2023
Karnataka,Barley,Loamy,DAP,106,90,165,132,25.55,1647,5.92,2013
Madhya Pradesh,Rice,Loamy,NPK,42,110,179,152,26.27,2007,5.97,2000
Bihar,Pulses,Red Soil,Urea,95,94,180,205,18.8,2978,6.65,2009
Gujarat,Soybean,Black,NPK,75,62,179,66,23.48,2139,6.22,2015
Rajasthan,Soybean,Red Soil,Urea,19,58,113,55,37.11,1646,6.12,2003
Kerala,Sugarcane,Loamy,Urea,14,16,75,196,37.07,1706,7.11,2010
Gujarat,Maize,Clay,DAP,132,85,64,233,25.05,2868,7.13,2015
Madhya Pradesh,Rice,Black,Organic,83,82,185,279,18.86,3090,7.56,2019
Uttar Pradesh,Rice,Sandy,NPK,106,18,100,77,21.58,1144,6.54,2000
Tamil Nadu,Barley,Clay,Compost,127,38,31,243,25.84,2090,5.68,2015
Punjab,Soybean,Black,Urea,47,57,110,87,36.96,3045,6.18,2018
Tamil Nadu,Pulses,Loamy,Organic,56,24,164,168,20.82,4584,7.95,2020
Tamil Nadu,Cotton,Loamy,Urea,118,79,130,86,33.27,3913,6.99,2021
Madhya Pradesh,Sugarcane,Clay,Organic,24,20,102,164,20.17,926,7.27,2008
Punjab,Maize,Black,Organic,14,119,117,293,37.63,1963,5.52,2008
Odisha,Tea,Sandy,Compost,56,99,150,117,25.63,916,6.8,2008
Rajasthan,Cotton,Sandy,Organic,77,74,182,263,33.5,4386,5.59,2016
Karnataka,Jute,Red Soil,Compost,85,60,19,267,24.85,2232,6.92,2011
Kerala,Groundnut,Clay,DAP,139,87,18,226,30.55,3082,7.8,2024
Tamil Nadu,Wheat,Black,Urea,104,105,191,92,21.84,1202,7.92,2012
Gujarat,Sugarcane,Clay,Compost,124,62,164,213,20.92,1400,6.85,2007
Odisha,Pulses,Sandy,Urea,45,8,43,107,36.76,2407,6.65,2015
Odisha,Coffee,Black,NPK,35,115,138,62,36.35,3742,7.86,2017
Uttar Pradesh,Cotton,Loamy,DAP,52,8,169,101,35.75,779,7.18,2000
Tamil Nadu,Pulses,Loamy,NPK,36,24,98,107,30.51,3500,5.66,2000
West Bengal,Coffee,Black,NPK,78,14,102,81,34.17,2245,6.66,2011
Tamil Nadu,Barley,Clay,Organic,20,28,80,258,19.38,728,6.1,2005
Andhra Pradesh,Sugarcane,Clay,Organic,83,103,76,154,24.7,2879,6.67,2008
Kerala,Soybean,Loamy,NPK,113,30,157,277,24.27,2976,6.64,2022
Madhya Pradesh,Maize,Loamy,Organic,47,41,126,296,30.71,2035,6.96,2004
Uttar Pradesh,Pulses,Sandy,Urea,32,106,103,237,25.12,1470,6.39,2015
Kerala,Rice,Black,Organic,56,89,172,287,20.97,1254,5.91,2017
Odisha,Jute,Clay,NPK,99,58,108,132,29.93,2544,6.76,2016
Odisha,Cotton,Sandy,Organic,55,108,122,235,34.29,964,7.58,2017
Andhra Pradesh,Rice,Clay,Organic,116,107,112,148,25.64,4146,7.16,2000
Karnataka,Pulses,Loamy,Compost,113,25,100,287,20.65,1263,6.35,2018
Maharashtra,Cotton,Black,Compost,120,78,99,153,21.93,3315,7.84,2021
Gujarat,Soybean,Red Soil,NPK,113,42,26,233,22.75,2928,7.78,2007
Maharashtra,Wheat,Black,Urea,69,50,27,77,24.0,2371,6.02,2002
Tamil Nadu,Wheat,Red Soil,DAP,109,8,182,178,30.86,3457,5.6,2024
Bihar,Barley,Sandy,DAP,77,64,125,219,30.02,1154,7.35,2004
Punjab,Groundnut,Red Soil,NPK,129,61,102,259,31.92,3335,7.57,2022
Haryana,Wheat,Red Soil,Urea,46,49,190,97,25.25,3259,7.92,2007
Bihar,Groundnut,Sandy,Urea,81,24,100,89,34.48,3267,7.72,2018
Uttar Pradesh,Cotton,Black,Urea,136,21,91,146,22.08,2621,7.0,2017
Tamil Nadu,Wheat,Sandy,Compost,115,75,77,240,27.38,1135,6.83,2017
Bihar,Pulses,Loamy,NPK,101,8,123,253,34.02,1627,5.57,2020
Karnataka,Soybean,Loamy,DAP,40,97,10,249,21.6,3523,6.12,2000
Maharashtra,Pulses,Red Soil,Urea,131,18,67,265,20.2,1650,6.65,2014
Tamil Nadu,Pulses,Sandy,NPK,60,7,163,257,35.67,1145,7.07,2017
Kerala,Groundnut,Sandy,DAP,38,92,118,163,24.86,5903,6.89,2024
Haryana,Tea,Sandy,Compost,49,105,157,181,31.68,807,7.36,2006
Gujarat,Tea,Black,Organic,50,84,125,215,18.51,1511,6.2,2015
Kerala,Jute,Clay,DAP,20,62,96,285,31.8,2817,6.91,2015
Odisha,Jute,Clay,DAP,10,59,19,204,24.32,6212,5.72,2014
Madhya Pradesh,Maize,Clay,DAP,55,8,68,186,19.11,1766,6.53,2005
Rajasthan,Wheat,Black,Organic,110,28,50,160,30.2,1670,7.38,2008
Tamil Nadu,Soybean,Sandy,Urea,99,38,114,193,22.82,1920,7.23,2006
Karnataka,Soybean,Clay,Organic,119,34,142,233,25.74,1156,7.98,2013
Uttar Pradesh,Rice,Sandy,DAP,66,86,131,125,19.61,994,6.19,2010
Punjab,Jute,Red Soil,Compost,10,23,154,80,20.94,3321,6.75,2020
Gujarat,Pulses,Clay,DAP,72,35,31,265,23.96,2091,6.32,2015
West Bengal,Soybean,Red Soil,Compost,64,64,107,168,19.8,778,6.6,2024
Andhra Pradesh,Cotton,Black,NPK,124,64,178,191,36.22,1127,7.64,2005
Karnataka,Sugarcane,Loamy,Compost,62,23,77,286,18.12,4461,7.21,2021
Maharashtra,Pulses,Black,DAP,66,53,148,74,27.68,3863,7.71,2015
Madhya Pradesh,Jute,Black,Organic,126,67,65,83,20.46,1284,6.01,2019
Maharashtra,Groundnut,Black,DAP,44,114,188,116,24.15,2580,7.68,2015
Odisha,Coffee,Clay,DAP,72,87,158,299,36.52,905,5.65,2011
Haryana,Jute,Red Soil,NPK,34,26,108,201,21.23,1519,7.72,2016
Madhya Pradesh,Pulses,Clay,Urea,99,28,85,167,37.32,8213,6.32,2004
Maharashtra,Soybean,Loamy,DAP,84,113,35,283,22.12,2342,6.29,2024
Uttar Pradesh,Barley,Black,NPK,47,80,124,122,32.83,1541,6.78,2012
Maharashtra,Jute,Sandy,Organic,139,34,156,75,28.93,1898,7.85,2007
Gujarat,Cotton,Loamy,NPK,100,62,118,197,35.69,1360,5.62,2023
Gujarat,Cotton,Red Soil,NPK,26,106,197,241,29.08,919,6.38,2004
Rajasthan,Wheat,Loamy,Compost,137,35,56,153,28.69,3914,7.64,2011
Maharashtra,Jute,Clay,Urea,117,104,80,59,21.91,732,6.49,2008
Uttar Pradesh,Tea,Sandy,Urea,34,68,163,260,21.32,79730,6.0,2002
Uttar Pradesh,Groundnut,Clay,Organic,97,23,49,116,36.33,1778,6.56,2002
Tamil Nadu,Wheat,Black,NPK,38,52,142,201,24.56,3953,6.46,2000
Punjab,Maize,Black,Organic,72,49,158,54,25.44,1797,7.79,2024
Madhya Pradesh,Sugarcane,Loamy,Organic,123,104,141,244,33.2,2175,7.4,2021
Karnataka,Rice,Black,Urea,58,98,32,235,24.78,1854,6.76,2017
Andhra Pradesh,Cotton,Black,Urea,90,59,115,76,37.04,2714,7.97,2023
Bihar,Groundnut,Red Soil,Urea,93,117,93,257,32.76,1146,6.66,2011
Madhya Pradesh,Tea,Red Soil,DAP,114,59,152,162,29.95,1498,5.65,2008
Madhya Pradesh,Coffee,Clay,NPK,127,101,125,64,35.62,3828,6.16,2008
Odisha,Groundnut,Clay,Organic,95,22,118,212,18.99,2877,6.59,2017
West Bengal,Rice,Red Soil,NPK,72,67,145,253,23.14,2352,5.89,2017
Madhya Pradesh,Jute,Loamy,Organic,113,117,50,154,27.3,2179,7.87,2006
Bihar,Coffee,Red Soil,Organic,58,96,121,230,22.54,1625,7.42,2003
Odisha,Jute,Clay,Organic,80,51,156,93,32.88,1746,6.17,2012
Kerala,Rice,Sandy,Organic,10,79,121,75,36.38,2347,6.98,2016
Tamil Nadu,Wheat,Black,Compost,132,61,112,224,26.48,88455,7.3,2023
Haryana,Pulses,Sandy,Compost,71,49,55,211,24.84,2345,7.85,2001
Bihar,Maize,Sandy,DAP,41,37,165,264,37.23,2961,7.7,2013
Punjab,Maize,Black,Urea,38,21,77,144,26.9,2644,6.79,2002
Bihar,Soybean,Red Soil,Organic,58,74,131,227,27.78,782,7.44,2004
Uttar Pradesh,Maize,Loamy,NPK,39,8,24,133,25.03,1611,6.91,2013
Rajasthan,Groundnut,Sandy,Compost,28,24,174,189,36.19,1509,6.88,2002
Kerala,Maize,Loamy,Urea,27,116,138,264,29.38,958,5.79,2022
Bihar,Tea,Clay,DAP,10,51,120,181,33.24,2742,5.82,2006
Uttar Pradesh,Coffee,Sandy,Urea,87,95,33,136,34.24,3225,6.82,2017
Maharashtra,Maize,Clay,Organic,124,19,36,225,24.84,1897,6.17,2012
Andhra Pradesh,Cotton,Red Soil,Urea,122,74,49,232,26.67,1040,5.55,2022
Punjab,Soybean,Sandy,Organic,123,51,198,161,34.97,1070,7.31,2021
Punjab,Coffee,Clay,Compost,72,82,173,178,25.27,1241,5.58,2009
Tamil Nadu,Groundnut,Clay,Compost,138,79,33,295,33.88,1470,6.99,2024
Bihar,Rice,Red Soil,Organic,17,107,33,138,36.82,1578,6.85,2012
Andhra Pradesh,Wheat,Loamy,NPK,64,13,13,115,30.46,2019,7.92,2015
West Bengal,Sugarcane,Loamy,Compost,112,94,76,207,32.83,4630,6.71,2008
Kerala,Wheat,Sandy,NPK,41,20,43,180,34.1,2622,5.66,2001
Maharashtra,Pulses,Red Soil,Organic,19,73,194,171,34.9,3643,6.88,2022
Kerala,Sugarcane,Sandy,Organic,119,65,186,198,25.9,1236,7.6,2004
Maharashtra,Tea,Loamy,Compost,133,14,190,266,19.03,1387,7.99,2021
Rajasthan,Barley,Red Soil,NPK,96,54,125,133,26.04,2060,6.58,2016
Karnataka,Soybean,Black,Organic,64,7,32,226,31.48,2376,6.3,2022
Uttar Pradesh,Rice,Red Soil,Compost,41,81,118,165,27.01,1498,7.77,2021
Madhya Pradesh,Wheat,Red Soil,Organic,102,111,78,263,32.98,1990,5.98,2003
Bihar,Maize,Black,Urea,17,117,104,262,25.14,4289,7.04,2016
Bihar,Soybean,Clay,Urea,74,98,190,239,30.69,1525,6.51,2008
Andhra Pradesh,Maize,Clay,Compost,66,113,71,274,21.73,1596,5.6,2019
Bihar,Soybean,Clay,Organic,76,74,178,165,32.99,1107,6.37,2001
Maharashtra,Soybean,Loamy,Compost,81,85,66,87,28.91,3987,6.16,2023
Maharashtra,Pulses,Red Soil,DAP,63,113,197,192,22.08,777,7.22,2017
Karnataka,Cotton,Black,Compost,76,55,63,299,23.84,2203,7.87,2020
Punjab,Tea,Loamy,Compost,60,23,79,299,32.97,2043,6.17,2021
West Bengal,Maize,Black,Urea,106,46,110,159,27.65,67852,7.53,2010
Maharashtra,Maize,Loamy,Urea,101,39,66,229,22.32,1246,5.64,2012
Kerala,Maize,Loamy,Organic,17,50,147,256,37.35,1492,6.85,2007
Kerala,Pulses,Loamy,Compost,44,30,177,95,32.3,1327,5.68,2000
Haryana,Wheat,Black,Compost,105,119,144,74,37.14,1201,7.84,2016
Haryana,Groundnut,Sandy,Organic,97,73,112,70,26.54,1974,7.42,2011
Rajasthan,Maize,Loamy,NPK,87,97,175,265,27.5,1280,7.14,2003
Maharashtra,Wheat,Clay,Organic,41,68,94,170,35.96,2249,7.56,2020
West Bengal,Cotton,Red Soil,Urea,129,41,70,171,28.5,2554,7.12,2012
Bihar,Maize,Sandy,Urea,55,88,12,182,32.15,1694,7.92,2008
Maharashtra,Tea,Sandy,Compost,64,53,137,119,23.04,1962,7.28,2006
Karnataka,Rice,Black,Urea,16,25,188,162,26.93,3970,7.81,2022
Rajasthan,Coffee,Sandy,Organic,83,78,95,156,20.47,2765,6.79,2023
Gujarat,Barley,Black,Compost,16,68,56,161,22.12,966,5.79,2004
Odisha,Coffee,Black,Organic,94,9,85,157,18.02,3158,6.82,2004
Karnataka,Maize,Clay,Organic,121,104,47,96,18.79,5247,5.82,2016
Punjab,Groundnut,Loamy,Compost,134,74,173,264,37.55,3049,6.98,2008
Punjab,Coffee,Sandy,NPK,45,94,178,245,22.85,1931,6.71,2005
Andhra Pradesh,Rice,Loamy,Urea,38,8,150,140,31.27,2864,7.06,2024
Karnataka,Tea,Loamy,DAP,91,107,96,67,34.78,2849,5.53,2018
Tamil Nadu,Pulses,Loamy,DAP,11,43,67,198,29.01,3195,5.99,2015
Bihar,Barley,Black,DAP,138,118,59,269,21.06,1737,6.73,2020
Karnataka,Pulses,Loamy,Urea,56,39,39,276,32.56,907,7.88,2001
Gujarat,Groundnut,Sandy,NPK,20,5,199,263,30.01,1561,6.46,2009
Maharashtra,Barley,Black,Organic,139,28,110,153,32.63,2220,6.56,2015
Karnataka,Groundnut,Sandy,Compost,128,61,34,200,33.39,3791,7.29,2004
Tamil Nadu,Pulses,Black,NPK,29,104,121,241,37.51,2980,7.01,2014
Madhya Pradesh,Tea,Red Soil,DAP,14,74,164,244,29.47,1788,6.25,2012
Tamil Nadu,Barley,Red Soil,Urea,46,45,188,89,24.83,1965,6.53,2012
Punjab,Sugarcane,Red Soil,Urea,62,58,194,291,30.97,658,6.04,2012
Gujarat,Wheat,Red Soil,Compost,108,50,135,187,19.37,2039,7.92,2014
Maharashtra,Tea,Black,Organic,95,64,132,138,35.95,1059,5.83,2013
Kerala,Barley,Loamy,NPK,117,112,56,229,20.39,5242,6.43,2007
Haryana,Groundnut,Clay,NPK,33,64,127,290,24.56,1083,5.56,2010
Tamil Nadu,Groundnut,Clay,NPK,90,61,48,249,34.31,81068,6.05,2017
Kerala,Cotton,Red Soil,Organic,129,35,25,296,29.95,1417,7.45,2023
Bihar,Tea,Loamy,Organic,68,88,31,252,25.87,3723,6.0,2003
Gujarat,Groundnut,Sandy,Organic,137,28,63,110,27.47,1974,5.7,2009
Madhya Pradesh,Soybean,Loamy,Compost,123,93,158,241,35.09,2400,6.69,2000
Haryana,Wheat,Sandy,Urea,124,40,25,54,24.8,1173,5.52,2004
Rajasthan,Pulses,Clay,DAP,23,89,68,171,35.39,1726,5.71,2012
Rajasthan,Rice,Loamy,Organic,18,34,40,286,19.76,2436,7.52,2000
Rajasthan,Cotton,Loamy,Urea,49,28,179,230,33.54,1337,7.43,2022
West Bengal,Groundnut,Clay,Organic,34,112,41,104,34.95,2797,7.79,2007
Madhya Pradesh,Soybean,Loamy,DAP,112,110,196,86,21.64,1485,7.64,2002
Maharashtra,Cotton,Sandy,Organic,31,34,171,105,26.61,1213,7.21,2002
Odisha,Soybean,Loamy,Urea,13,90,18,236,21.31,2769,5.63,2006
Odisha,Cotton,Sandy,Compost,38,96,148,286,32.13,1408,7.46,2003
Haryana,Groundnut,Red Soil,DAP,118,11,19,151,28.71,59771,7.61,2002
Gujarat,Soybean,Loamy,Urea,107,39,26,142,30.71,2061,7.5,2014
Rajasthan,Coffee,Sandy,NPK,46,59,77,246,21.93,3152,6.77,2007
Punjab,Barley,Clay,NPK,84,96,57,122,22.23,2163,6.08,2002
Maharashtra,Tea,Red Soil,NPK,79,18,189,108,18.83,2521,7.61,2006
Odisha,Rice,Loamy,Compost,137,14,120,289,24.44,724,7.32,2017
Karnataka,Pulses,Sandy,Organic,94,84,162,51,29.19,4975,7.95,2010
West Bengal,Rice,Loamy,Organic,51,20,132,242,35.16,2474,5.89,2010
Andhra Pradesh,Pulses,Sandy,Organic,109,58,158,153,31.34,2095,6.06,2016
Uttar Pradesh,Sugarcane,Loamy,Compost,50,99,110,237,26.71,793,6.03,2005
Madhya Pradesh,Jute,Red Soil,NPK,43,110,111,100,37.06,4146,7.48,2007
Madhya Pradesh,Wheat,Red Soil,Organic,26,93,74,79,32.38,1861,5.97,2000
Odisha,Sugarcane,Loamy,Compost,131,81,60,60,36.6,3331,5.67,2009
Madhya Pradesh,Maize,Loamy,Compost,85,74,45,269,28.55,1518,8.0,2024
Rajasthan,Groundnut,Black,Urea,96,48,90,157,23.18,1859,5.56,2018
West Bengal,Barley,Loamy,Organic,126,77,136,125,19.06,887,7.59,2002
Uttar Pradesh,Jute,Loamy,NPK,115,49,97,216,32.52,2838,6.41,2003
Punjab,Tea,Red Soil,DAP,95,104,113,139,20.43,1838,7.6,2010
Karnataka,Barley,Loamy,Compost,36,60,24,254,24.06,3513,6.89,2014
Gujarat,Rice,Clay,Urea,66,111,105,172,28.65,1998,7.75,2000
Uttar Pradesh,Pulses,Loamy,DAP,40,88,176,249,29.29,3635,7.82,2008
Punjab,Sugarcane,Black,Compost,107,86,132,240,30.01,3771,5.52,2010
Madhya Pradesh,Barley,Sandy,Urea,21,111,10,241,21.33,1953,5.69,2018
West Bengal,Sugarcane,Red Soil,Organic,62,61,160,238,25.59,1441,6.13,2012
Odisha,Wheat,Clay,Urea,131,25,131,174,30.34,656,7.17,2015
Tamil Nadu,Wheat,Sandy,Compost,55,72,176,231,37.4,1203,7.72,2003
Gujarat,Coffee,Clay,Organic,73,54,135,269,32.55,6244,6.65,2000
Maharashtra,Pulses,Red Soil,NPK,139,37,66,171,36.45,1623,7.02,2019
Andhra Pradesh,Maize,Black,Urea,63,95,90,143,33.24,722,5.97,2012
Odisha,Barley,Red Soil,DAP,116,11,171,250,29.83,889,7.51,2000
Madhya Pradesh,Tea,Clay,Organic,60,74,178,152,21.84,1813,7.92,2004
Odisha,Sugarcane,Clay,Organic,45,19,82,272,31.33,1185,6.17,2004
Kerala,Sugarcane,Red Soil,NPK,124,86,150,235,30.47,2074,6.74,2013
Rajasthan,Wheat,Loamy,Urea,35,36,79,262,30.05,1051,5.72,2022
Haryana,Groundnut,Red Soil,DAP,38,79,15,233,27.8,1803,6.9,2013
Madhya Pradesh,Pulses,Black,NPK,20,24,93,288,28.57,5480,6.76,2007
Odisha,Sugarcane,Red Soil,Urea,49,92,61,211,24.69,1575,5.86,2003
Uttar Pradesh,Wheat,Sandy,DAP,20,19,12,296,28.39,1854,6.61,2006
Uttar Pradesh,Wheat,Loamy,DAP,122,52,90,80,21.95,1783,6.34,2019
Karnataka,Soybean,Sandy,Compost,48,75,72,101,34.1,2192,6.8,2018
Karnataka,Coffee,Red Soil,DAP,63,25,58,138,21.72,2566,6.96,2014
Bihar,Sugarcane,Loamy,Urea,107,46,85,125,19.7,2293,5.52,2021
Gujarat,Soybean,Sandy,NPK,64,30,121,178,26.72,2106,7.4,2003
Odisha,Tea,Sandy,NPK,120,112,184,232,31.17,1771,7.28,2018
West Bengal,Tea,Loamy,Compost,78,18,118,71,26.75,79875,6.42,2008
Karnataka,Wheat,Loamy,Urea,65,61,192,89,23.54,1158,5.63,2020
Rajasthan,Coffee,Clay,DAP,42,41,74,150,29.16,1516,7.39,2012
Bihar,Groundnut,Loamy,Compost,45,62,90,160,24.94,889,7.89,2013
Punjab,Coffee,Red Soil,Organic,90,25,24,178,36.66,2459,6.1,2022
Kerala,Groundnut,Black,Urea,118,86,109,114,36.45,2870,6.31,2013
Kerala,Jute,Clay,Compost,82,73,41,298,28.05,1223,5.96,2021
Kerala,Soybean,Loamy,NPK,49,7,105,240,24.56,2625,6.94,2009
Karnataka,Wheat,Black,Compost,26,91,137,283,32.74,759,5.89,2015
Odisha,Soybean,Clay,Organic,138,94,155,231,18.73,1142,6.39,2004
